index,Series,Vol,OI,TrdDate,VolTemp,OITemp
600,STGT,204,8017,2021-07-23,204,8017
606,STPI,0,19190,2021-07-23,0,19190
612,SUPER,2,243005,2021-07-23,2,243005
618,TASCO,2,7828,2021-07-23,2,7828
624,TCAP,0,1282,2021-07-23,0,1282
630,THAI,0,18,2021-07-23,0,18
636,THANI,0,5552,2021-07-23,0,5552
642,THCOM,12,15172,2021-07-23,12,15172
648,THG,0,225,2021-07-23,0,225
654,TISCO,0,992,2021-07-23,0,992
660,TKN,0,10061,2021-07-23,0,10061
666,TOA,201,1128,2021-07-23,201,1128
672,TOP,26,5615,2021-07-23,26,5615
678,TPIPL,2,29404,2021-07-23,2,29404
684,TPIPP,1,7160,2021-07-23,1,7160
690,TQM,0,837,2021-07-23,0,837
696,TRUE,0,44024,2021-07-23,0,44024
702,TTA,682,23055,2021-07-23,682,23055
708,TTB,3321,256346,2021-07-23,3321,256346
714,TTCL,0,3536,2021-07-23,0,3536
720,TTW,0,4604,2021-07-23,0,4604
726,TU,1009,5665,2021-07-23,1009,5665
732,TVO,0,758,2021-07-23,0,758
738,UNIQ,0,10156,2021-07-23,0,10156
744,VGI,0,22833,2021-07-23,0,22833
750,VNG,1,2915,2021-07-23,1,2915
756,VNT,0,1921,2021-07-23,0,1921
762,WHA,9,41214,2021-07-23,9,41214
768,WHAUP,0,2154,2021-07-23,0,2154
769,Single Stock,84169,2698570,2021-07-23,84169,2698570
6,AAV,106,9861,2021-07-27,106,9861
12,ADVANC,612,6188,2021-07-27,612,6188
18,AEONTS,89,678,2021-07-27,89,678
24,AMATA,635,4431,2021-07-27,635,4431
30,AOT,608,3116,2021-07-27,608,3116
36,AP,2804,21182,2021-07-27,2804,21182
42,AWC,1005,10836,2021-07-27,1005,10836
48,BA,8,3386,2021-07-27,8,3386
54,BAM,450,8268,2021-07-27,450,8268
60,BANPU,44,43223,2021-07-27,44,43223
66,BAY,4,1554,2021-07-27,4,1554
72,BBL,234,9630,2021-07-27,234,9630
78,BCH,917,9953,2021-07-27,917,9953
84,BCP,3,4167,2021-07-27,3,4167
90,BCPG,2317,10266,2021-07-27,2317,10266
96,BDMS,516,10975,2021-07-27,516,10975
102,BEAUTY,506,68591,2021-07-27,506,68591
108,BEC,2553,28255,2021-07-27,2553,28255
114,BEM,557,36996,2021-07-27,557,36996
120,BGRIM,231,13431,2021-07-27,231,13431
126,BH,3,981,2021-07-27,3,981
132,BJC,39,5083,2021-07-27,39,5083
138,BLA,100,1366,2021-07-27,100,1366
144,BLAND,1560,259313,2021-07-27,1560,259313
150,BPP,200,5906,2021-07-27,200,5906
156,BTS,19,40776,2021-07-27,19,40776
162,CBG,689,15618,2021-07-27,689,15618
168,CENTEL,335,2073,2021-07-27,335,2073
174,CHG,639,39695,2021-07-27,639,39695
180,CK,262,9077,2021-07-27,262,9077
186,CKP,2736,14077,2021-07-27,2736,14077
192,COM7,305,7670,2021-07-27,305,7670
198,CPALL,140,5093,2021-07-27,140,5093
204,CPF,640,38022,2021-07-27,640,38022
210,CPN,614,2418,2021-07-27,614,2418
216,CRC,107,1494,2021-07-27,107,1494
222,DELTA,69,479,2021-07-27,69,479
228,DTAC,877,5093,2021-07-27,877,5093
234,EA,3297,5228,2021-07-27,3297,5228
240,EASTW,0,10901,2021-07-27,0,10901
246,EGCO,49,2271,2021-07-27,49,2271
252,EPG,1010,16278,2021-07-27,1010,16278
258,ERW,1751,6033,2021-07-27,1751,6033
264,ESSO,0,8102,2021-07-27,0,8102
270,GFPT,1510,11677,2021-07-27,1510,11677
276,GLOBAL,304,7195,2021-07-27,304,7195
282,GPSC,834,6302,2021-07-27,834,6302
288,GULF,10,4263,2021-07-27,10,4263
294,GUNKUL,19782,172653,2021-07-27,19782,172653
300,HANA,133,2346,2021-07-27,133,2346
306,HMPRO,1527,6912,2021-07-27,1527,6912
312,ICHI,1003,17575,2021-07-27,1003,17575
318,INTUCH,2,277,2021-07-27,2,277
324,IRPC,3579,91555,2021-07-27,3579,91555
330,ITD,2438,34263,2021-07-27,2438,34263
336,IVL,860,7588,2021-07-27,860,7588
342,JAS,4790,62490,2021-07-27,4790,62490
348,JMT,354,2962,2021-07-27,354,2962
354,KBANK,1053,12832,2021-07-27,1053,12832
360,KCE,448,4527,2021-07-27,448,4527
366,KEX,435,847,2021-07-27,435,847
372,KKP,100,1791,2021-07-27,100,1791
378,KTB,2602,21757,2021-07-27,2602,21757
384,KTC,45,47855,2021-07-27,45,47855
390,LH,28,6624,2021-07-27,28,6624
396,LPN,5,9754,2021-07-27,5,9754
402,M,171,2750,2021-07-27,171,2750
408,MAJOR,501,7469,2021-07-27,501,7469
414,MBK,1,6181,2021-07-27,1,6181
420,MEGA,101,242,2021-07-27,101,242
426,MINT,910,6001,2021-07-27,910,6001
432,MTC,1065,3960,2021-07-27,1065,3960
438,OR,0,3334,2021-07-27,0,3334
444,ORI,504,22568,2021-07-27,504,22568
450,OSP,315,3790,2021-07-27,315,3790
456,PLANB,0,18089,2021-07-27,0,18089
462,PRM,11,32103,2021-07-27,11,32103
468,PSH,10,1490,2021-07-27,10,1490
474,PSL,1629,6966,2021-07-27,1629,6966
480,PTG,1523,14949,2021-07-27,1523,14949
486,PTT,205,13747,2021-07-27,205,13747
492,PTTEP,236,1623,2021-07-27,236,1623
498,PTTGC,908,13885,2021-07-27,908,13885
504,QH,500,23457,2021-07-27,500,23457
510,RATCH,103,3961,2021-07-27,103,3961
516,RS,2552,87538,2021-07-27,2552,87538
522,S,0,37210,2021-07-27,0,37210
528,SAMART,554,8863,2021-07-27,554,8863
534,SAWAD,296,7551,2021-07-27,296,7551
540,SCB,791,2151,2021-07-27,791,2151
546,SCC,217,3338,2021-07-27,217,3338
552,SCGP,1568,11450,2021-07-27,1568,11450
558,SGP,0,3061,2021-07-27,0,3061
564,SIRI,6974,172249,2021-07-27,6974,172249
570,SPALI,2682,404,2021-07-27,2682,404
576,SPCG,0,8340,2021-07-27,0,8340
582,SPRC,0,7093,2021-07-27,0,7093
588,STA,1515,15119,2021-07-27,1515,15119
594,STEC,287,15244,2021-07-27,287,15244
600,STGT,1150,7924,2021-07-27,1150,7924
606,STPI,500,19190,2021-07-27,500,19190
612,SUPER,1000,243002,2021-07-27,1000,243002
618,TASCO,300,7825,2021-07-27,300,7825
624,TCAP,0,1282,2021-07-27,0,1282
630,THAI,0,18,2021-07-27,0,18
636,THANI,1000,5552,2021-07-27,1000,5552
642,THCOM,20,15173,2021-07-27,20,15173
648,THG,300,225,2021-07-27,300,225
654,TISCO,25,992,2021-07-27,25,992
660,TKN,529,9569,2021-07-27,529,9569
666,TOA,112,1026,2021-07-27,112,1026
672,TOP,152,6060,2021-07-27,152,6060
678,TPIPL,0,29904,2021-07-27,0,29904
684,TPIPP,0,7161,2021-07-27,0,7161
690,TQM,61,836,2021-07-27,61,836
696,TRUE,576,44525,2021-07-27,576,44525
702,TTA,3137,21260,2021-07-27,3137,21260
708,TTB,6119,255200,2021-07-27,6119,255200
714,TTCL,0,3536,2021-07-27,0,3536
720,TTW,0,4613,2021-07-27,0,4613
726,TU,1939,6371,2021-07-27,1939,6371
732,TVO,402,758,2021-07-27,402,758
738,UNIQ,2,10156,2021-07-27,2,10156
744,VGI,1516,22834,2021-07-27,1516,22834
750,VNG,4049,2914,2021-07-27,4049,2914
756,VNT,0,1684,2021-07-27,0,1684
762,WHA,2019,41220,2021-07-27,2019,41220
768,WHAUP,1,2154,2021-07-27,1,2154
769,Single Stock,122520,2681219,2021-07-27,122520,2681219
6,AAV,63,9839,2021-07-29,63,9839
12,ADVANC,1309,6066,2021-07-29,1309,6066
18,AEONTS,156,716,2021-07-29,156,716
24,AMATA,13,4253,2021-07-29,13,4253
30,AOT,488,3151,2021-07-29,488,3151
36,AP,2508,23986,2021-07-29,2508,23986
42,AWC,7,11837,2021-07-29,7,11837
48,BA,5,3383,2021-07-29,5,3383
54,BAM,842,8518,2021-07-29,842,8518
60,BANPU,1056,43221,2021-07-29,1056,43221
66,BAY,100,1554,2021-07-29,100,1554
72,BBL,180,9530,2021-07-29,180,9530
78,BCH,1348,9250,2021-07-29,1348,9250
84,BCP,0,4167,2021-07-29,0,4167
90,BCPG,2123,10769,2021-07-29,2123,10769
96,BDMS,1024,11110,2021-07-29,1024,11110
102,BEAUTY,3508,69096,2021-07-29,3508,69096
108,BEC,2505,27789,2021-07-29,2505,27789
114,BEM,661,37537,2021-07-29,661,37537
120,BGRIM,426,13435,2021-07-29,426,13435
126,BH,0,982,2021-07-29,0,982
132,BJC,246,5091,2021-07-29,246,5091
138,BLA,0,1466,2021-07-29,0,1466
144,BLAND,1044,258267,2021-07-29,1044,258267
150,BPP,301,5706,2021-07-29,301,5706
156,BTS,216,40786,2021-07-29,216,40786
162,CBG,1000,15887,2021-07-29,1000,15887
168,CENTEL,100,2205,2021-07-29,100,2205
174,CHG,10258,39204,2021-07-29,10258,39204
180,CK,473,8976,2021-07-29,473,8976
186,CKP,1535,14782,2021-07-29,1535,14782
192,COM7,207,7969,2021-07-29,207,7969
198,CPALL,785,5128,2021-07-29,785,5128
204,CPF,343,38130,2021-07-29,343,38130
210,CPN,685,2208,2021-07-29,685,2208
216,CRC,1,1596,2021-07-29,1,1596
222,DELTA,16,458,2021-07-29,16,458
228,DTAC,8616,4388,2021-07-29,8616,4388
234,EA,733,5488,2021-07-29,733,5488
240,EASTW,0,10901,2021-07-29,0,10901
246,EGCO,452,2227,2021-07-29,452,2227
252,EPG,1005,15283,2021-07-29,1005,15283
258,ERW,0,5033,2021-07-29,0,5033
264,ESSO,0,8102,2021-07-29,0,8102
270,GFPT,909,11771,2021-07-29,909,11771
276,GLOBAL,914,7299,2021-07-29,914,7299
282,GPSC,671,6283,2021-07-29,671,6283
288,GULF,607,4265,2021-07-29,607,4265
294,GUNKUL,14498,173351,2021-07-29,14498,173351
300,HANA,654,2246,2021-07-29,654,2246
306,HMPRO,1317,7232,2021-07-29,1317,7232
312,ICHI,6,16576,2021-07-29,6,16576
318,INTUCH,261,276,2021-07-29,261,276
324,IRPC,3546,88087,2021-07-29,3546,88087
330,ITD,393,33627,2021-07-29,393,33627
336,IVL,23,7805,2021-07-29,23,7805
342,JAS,4957,61854,2021-07-29,4957,61854
348,JMT,429,3086,2021-07-29,429,3086
354,KBANK,460,12722,2021-07-29,460,12722
360,KCE,903,4672,2021-07-29,903,4672
366,KEX,204,955,2021-07-29,204,955
372,KKP,44,1771,2021-07-29,44,1771
378,KTB,664,21570,2021-07-29,664,21570
384,KTC,9,47875,2021-07-29,9,47875
390,LH,10,6649,2021-07-29,10,6649
396,LPN,5,9756,2021-07-29,5,9756
402,M,23,2880,2021-07-29,23,2880
408,MAJOR,108,7170,2021-07-29,108,7170
414,MBK,100,6181,2021-07-29,100,6181
420,MEGA,420,342,2021-07-29,420,342
426,MINT,325,6504,2021-07-29,325,6504
432,MTC,742,3259,2021-07-29,742,3259
438,OR,10,3334,2021-07-29,10,3334
444,ORI,514,23070,2021-07-29,514,23070
450,OSP,622,3491,2021-07-29,622,3491
456,PLANB,7,18089,2021-07-29,7,18089
462,PRM,4,32105,2021-07-29,4,32105
468,PSH,211,1498,2021-07-29,211,1498
474,PSL,952,5967,2021-07-29,952,5967
480,PTG,2761,14361,2021-07-29,2761,14361
486,PTT,19,13671,2021-07-29,19,13671
492,PTTEP,577,1587,2021-07-29,577,1587
498,PTTGC,317,13992,2021-07-29,317,13992
504,QH,500,22957,2021-07-29,500,22957
510,RATCH,26,3864,2021-07-29,26,3864
516,RS,200,88127,2021-07-29,200,88127
522,S,0,37210,2021-07-29,0,37210
528,SAMART,0,8412,2021-07-29,0,8412
534,SAWAD,664,7685,2021-07-29,664,7685
540,SCB,485,2436,2021-07-29,485,2436
546,SCC,22,3434,2021-07-29,22,3434
552,SCGP,1231,10790,2021-07-29,1231,10790
558,SGP,0,3061,2021-07-29,0,3061
564,SIRI,26387,172411,2021-07-29,26387,172411
570,SPALI,400,504,2021-07-29,400,504
576,SPCG,0,8340,2021-07-29,0,8340
582,SPRC,8,7093,2021-07-29,8,7093
588,STA,113,14415,2021-07-29,113,14415
594,STEC,58,15488,2021-07-29,58,15488
600,STGT,311,7855,2021-07-29,311,7855
606,STPI,2,19690,2021-07-29,2,19690
612,SUPER,1,243002,2021-07-29,1,243002
618,TASCO,218,7725,2021-07-29,218,7725
624,TCAP,0,1282,2021-07-29,0,1282
630,THAI,0,18,2021-07-29,0,18
636,THANI,1000,5552,2021-07-29,1000,5552
642,THCOM,31,15176,2021-07-29,31,15176
648,THG,1008,225,2021-07-29,1008,225
654,TISCO,32,1014,2021-07-29,32,1014
660,TKN,32,9084,2021-07-29,32,9084
666,TOA,103,930,2021-07-29,103,930
672,TOP,765,6147,2021-07-29,765,6147
678,TPIPL,0,29904,2021-07-29,0,29904
684,TPIPP,500,7161,2021-07-29,500,7161
690,TQM,0,775,2021-07-29,0,775
696,TRUE,3574,44002,2021-07-29,3574,44002
702,TTA,3693,20790,2021-07-29,3693,20790
708,TTB,37,249202,2021-07-29,37,249202
714,TTCL,0,3536,2021-07-29,0,3536
720,TTW,0,4613,2021-07-29,0,4613
726,TU,1207,6382,2021-07-29,1207,6382
732,TVO,202,359,2021-07-29,202,359
738,UNIQ,0,10154,2021-07-29,0,10154
744,VGI,1504,21336,2021-07-29,1504,21336
750,VNG,3616,5918,2021-07-29,3616,5918
756,VNT,217,1684,2021-07-29,217,1684
762,WHA,2877,40221,2021-07-29,2877,40221
768,WHAUP,601,2154,2021-07-29,601,2154
769,Single Stock,137159,2668817,2021-07-29,137159,2668817
6,AAV,184,9854,2021-07-30,184,9854
12,ADVANC,78,5955,2021-07-30,78,5955
18,AEONTS,23,831,2021-07-30,23,831
24,AMATA,200,4441,2021-07-30,200,4441
30,AOT,550,3115,2021-07-30,550,3115
36,AP,0,25991,2021-07-30,0,25991
42,AWC,5,11842,2021-07-30,5,11842
48,BA,0,3387,2021-07-30,0,3387
54,BAM,51,8115,2021-07-30,51,8115
60,BANPU,66,40710,2021-07-30,66,40710
66,BAY,0,1654,2021-07-30,0,1654
72,BBL,93,9456,2021-07-30,93,9456
78,BCH,214,9770,2021-07-30,214,9770
84,BCP,600,4067,2021-07-30,600,4067
90,BCPG,406,9589,2021-07-30,406,9589
96,BDMS,124,10915,2021-07-30,124,10915
102,BEAUTY,2000,66099,2021-07-30,2000,66099
108,BEC,513,29288,2021-07-30,513,29288
114,BEM,58,37099,2021-07-30,58,37099
120,BGRIM,338,13966,2021-07-30,338,13966
126,BH,16,982,2021-07-30,16,982
132,BJC,303,5052,2021-07-30,303,5052
138,BLA,0,1466,2021-07-30,0,1466
144,BLAND,610,257310,2021-07-30,610,257310
150,BPP,0,5607,2021-07-30,0,5607
156,BTS,53,40785,2021-07-30,53,40785
162,CBG,42,16095,2021-07-30,42,16095
168,CENTEL,301,2205,2021-07-30,301,2205
174,CHG,2664,39699,2021-07-30,2664,39699
180,CK,201,8939,2021-07-30,201,8939
186,CKP,49,14301,2021-07-30,49,14301
192,COM7,107,8170,2021-07-30,107,8170
198,CPALL,141,4991,2021-07-30,141,4991
204,CPF,9,37846,2021-07-30,9,37846
210,CPN,345,2694,2021-07-30,345,2694
216,CRC,100,1596,2021-07-30,100,1596
222,DELTA,41,487,2021-07-30,41,487
228,DTAC,2722,4853,2021-07-30,2722,4853
234,EA,201,5885,2021-07-30,201,5885
240,EASTW,0,10901,2021-07-30,0,10901
246,EGCO,61,2507,2021-07-30,61,2507
252,EPG,3061,15280,2021-07-30,3061,15280
258,ERW,0,5033,2021-07-30,0,5033
264,ESSO,2,8102,2021-07-30,2,8102
270,GFPT,816,12071,2021-07-30,816,12071
276,GLOBAL,100,7206,2021-07-30,100,7206
282,GPSC,717,6362,2021-07-30,717,6362
288,GULF,5,4872,2021-07-30,5,4872
294,GUNKUL,1289,167259,2021-07-30,1289,167259
300,HANA,109,2423,2021-07-30,109,2423
306,HMPRO,518,7748,2021-07-30,518,7748
312,ICHI,9,16072,2021-07-30,9,16072
318,INTUCH,1,537,2021-07-30,1,537
324,IRPC,2557,90607,2021-07-30,2557,90607
330,ITD,2662,33785,2021-07-30,2662,33785
336,IVL,132,7917,2021-07-30,132,7917
342,JAS,5352,65150,2021-07-30,5352,65150
348,JMT,5,3108,2021-07-30,5,3108
354,KBANK,452,12660,2021-07-30,452,12660
360,KCE,220,4956,2021-07-30,220,4956
366,KEX,524,1058,2021-07-30,524,1058
372,KKP,0,1749,2021-07-30,0,1749
378,KTB,833,21773,2021-07-30,833,21773
384,KTC,6,47871,2021-07-30,6,47871
390,LH,0,6656,2021-07-30,0,6656
396,LPN,2,9758,2021-07-30,2,9758
402,M,0,2901,2021-07-30,0,2901
408,MAJOR,5,7470,2021-07-30,5,7470
414,MBK,0,6081,2021-07-30,0,6081
420,MEGA,202,556,2021-07-30,202,556
426,MINT,332,6932,2021-07-30,332,6932
432,MTC,268,3150,2021-07-30,268,3150
438,OR,4,3343,2021-07-30,4,3343
444,ORI,2,22570,2021-07-30,2,22570
450,OSP,10,3909,2021-07-30,10,3909
456,PLANB,0,18096,2021-07-30,0,18096
462,PRM,1,32109,2021-07-30,1,32109
468,PSH,2,1209,2021-07-30,2,1209
474,PSL,1234,5979,2021-07-30,1234,5979
480,PTG,200,13997,2021-07-30,200,13997
486,PTT,19,13672,2021-07-30,19,13672
492,PTTEP,611,1888,2021-07-30,611,1888
498,PTTGC,63,13853,2021-07-30,63,13853
504,QH,40,23457,2021-07-30,40,23457
510,RATCH,5,3846,2021-07-30,5,3846
516,RS,200,88227,2021-07-30,200,88227
522,S,1000,37210,2021-07-30,1000,37210
528,SAMART,0,8401,2021-07-30,0,8401
534,SAWAD,95,7667,2021-07-30,95,7667
540,SCB,20,2052,2021-07-30,20,2052
546,SCC,400,3466,2021-07-30,400,3466
552,SCGP,633,11080,2021-07-30,633,11080
558,SGP,30,3061,2021-07-30,30,3061
564,SIRI,17155,171484,2021-07-30,17155,171484
570,SPALI,0,304,2021-07-30,0,304
576,SPCG,1,8340,2021-07-30,1,8340
582,SPRC,0,7101,2021-07-30,0,7101
588,STA,109,14526,2021-07-30,109,14526
594,STEC,114,15533,2021-07-30,114,15533
600,STGT,518,7966,2021-07-30,518,7966
606,STPI,0,19690,2021-07-30,0,19690
612,SUPER,3005,243002,2021-07-30,3005,243002
618,TASCO,0,7926,2021-07-30,0,7926
624,TCAP,0,1280,2021-07-30,0,1280
630,THAI,0,18,2021-07-30,0,18
636,THANI,500,5552,2021-07-30,500,5552
642,THCOM,1,15178,2021-07-30,1,15178
648,THG,13,733,2021-07-30,13,733
654,TISCO,40,984,2021-07-30,40,984
660,TKN,0,9060,2021-07-30,0,9060
666,TOA,0,1031,2021-07-30,0,1031
672,TOP,916,5716,2021-07-30,916,5716
678,TPIPL,7,29904,2021-07-30,7,29904
684,TPIPP,1,7661,2021-07-30,1,7661
690,TQM,100,770,2021-07-30,100,770
696,TRUE,428,45181,2021-07-30,428,45181
702,TTA,1702,23285,2021-07-30,1702,23285
708,TTB,289,249236,2021-07-30,289,249236
714,TTCL,0,3536,2021-07-30,0,3536
720,TTW,0,4613,2021-07-30,0,4613
726,TU,206,5472,2021-07-30,206,5472
732,TVO,0,561,2021-07-30,0,561
738,UNIQ,0,10154,2021-07-30,0,10154
744,VGI,0,21839,2021-07-30,0,21839
750,VNG,8,9493,2021-07-30,8,9493
756,VNT,0,1901,2021-07-30,0,1901
762,WHA,2067,41502,2021-07-30,2067,41502
768,WHAUP,0,1555,2021-07-30,0,1555
769,Single Stock,65397,2676797,2021-07-30,65397,2676797
6,AAV,165,10379,2021-08-02,165,10379
12,ADVANC,205,5819,2021-08-02,205,5819
18,AEONTS,3,830,2021-08-02,3,830
24,AMATA,100,4033,2021-08-02,100,4033
30,AOT,291,2692,2021-08-02,291,2692
36,AP,52,25992,2021-08-02,52,25992
42,AWC,49,9366,2021-08-02,49,9366
48,BA,9,3394,2021-08-02,9,3394
54,BAM,202,7176,2021-08-02,202,7176
60,BANPU,4,39296,2021-08-02,4,39296
66,BAY,0,1654,2021-08-02,0,1654
72,BBL,50,9352,2021-08-02,50,9352
78,BCH,929,9588,2021-08-02,929,9588
84,BCP,5,3668,2021-08-02,5,3668
90,BCPG,310,9175,2021-08-02,310,9175
96,BDMS,307,11299,2021-08-02,307,11299
102,BEAUTY,500,64063,2021-08-02,500,64063
108,BEC,1935,30284,2021-08-02,1935,30284
114,BEM,528,36675,2021-08-02,528,36675
120,BGRIM,74,14065,2021-08-02,74,14065
126,BH,4,968,2021-08-02,4,968
132,BJC,201,5155,2021-08-02,201,5155
138,BLA,0,1366,2021-08-02,0,1366
144,BLAND,2610,257768,2021-08-02,2610,257768
150,BPP,0,5210,2021-08-02,0,5210
156,BTS,85,41016,2021-08-02,85,41016
162,CBG,106,16054,2021-08-02,106,16054
168,CENTEL,6,2304,2021-08-02,6,2304
174,CHG,1605,42192,2021-08-02,1605,42192
180,CK,122,8444,2021-08-02,122,8444
186,CKP,1009,14293,2021-08-02,1009,14293
192,COM7,209,7978,2021-08-02,209,7978
198,CPALL,1279,4958,2021-08-02,1279,4958
204,CPF,114,37754,2021-08-02,114,37754
210,CPN,213,2648,2021-08-02,213,2648
216,CRC,0,1954,2021-08-02,0,1954
222,DELTA,22,500,2021-08-02,22,500
228,DTAC,244,3815,2021-08-02,244,3815
234,EA,110,6078,2021-08-02,110,6078
240,EASTW,0,10901,2021-08-02,0,10901
246,EGCO,42,2503,2021-08-02,42,2503
252,EPG,2503,11719,2021-08-02,2503,11719
258,ERW,1,5033,2021-08-02,1,5033
264,ESSO,0,7601,2021-08-02,0,7601
270,GFPT,1301,9576,2021-08-02,1301,9576
276,GLOBAL,704,7000,2021-08-02,704,7000
282,GPSC,237,6333,2021-08-02,237,6333
288,GULF,22,4983,2021-08-02,22,4983
294,GUNKUL,1585,149829,2021-08-02,1585,149829
300,HANA,143,2220,2021-08-02,143,2220
306,HMPRO,0,7429,2021-08-02,0,7429
312,ICHI,1,13540,2021-08-02,1,13540
318,INTUCH,0,537,2021-08-02,0,537
324,IRPC,1034,94583,2021-08-02,1034,94583
330,ITD,389,31268,2021-08-02,389,31268
336,IVL,1029,7927,2021-08-02,1029,7927
342,JAS,2669,61778,2021-08-02,2669,61778
348,JMT,202,2989,2021-08-02,202,2989
354,KBANK,335,12282,2021-08-02,335,12282
360,KCE,14,4858,2021-08-02,14,4858
366,KEX,6,957,2021-08-02,6,957
372,KKP,60,1769,2021-08-02,60,1769
378,KTB,732,21375,2021-08-02,732,21375
384,KTC,16,47768,2021-08-02,16,47768
390,LH,9,7668,2021-08-02,9,7668
396,LPN,15,10263,2021-08-02,15,10263
402,M,5,2611,2021-08-02,5,2611
408,MAJOR,500,7366,2021-08-02,500,7366
414,MBK,0,6081,2021-08-02,0,6081
420,MEGA,104,664,2021-08-02,104,664
426,MINT,402,6903,2021-08-02,402,6903
432,MTC,48,3074,2021-08-02,48,3074
438,OR,5,3658,2021-08-02,5,3658
444,ORI,500,22070,2021-08-02,500,22070
450,OSP,100,3903,2021-08-02,100,3903
456,PLANB,0,18596,2021-08-02,0,18596
462,PRM,11,32111,2021-08-02,11,32111
468,PSH,7,1222,2021-08-02,7,1222
474,PSL,1632,5561,2021-08-02,1632,5561
480,PTG,20,14271,2021-08-02,20,14271
486,PTT,214,13957,2021-08-02,214,13957
492,PTTEP,211,1698,2021-08-02,211,1698
498,PTTGC,270,13892,2021-08-02,270,13892
504,QH,502,23393,2021-08-02,502,23393
510,RATCH,87,3683,2021-08-02,87,3683
516,RS,203,88233,2021-08-02,203,88233
522,S,0,38210,2021-08-02,0,38210
528,SAMART,2,7829,2021-08-02,2,7829
534,SAWAD,66,7312,2021-08-02,66,7312
540,SCB,5,2033,2021-08-02,5,2033
546,SCC,68,3223,2021-08-02,68,3223
552,SCGP,304,12266,2021-08-02,304,12266
558,SGP,0,3031,2021-08-02,0,3031
564,SIRI,1159,161023,2021-08-02,1159,161023
570,SPALI,0,304,2021-08-02,0,304
576,SPCG,0,8340,2021-08-02,0,8340
582,SPRC,10,5602,2021-08-02,10,5602
588,STA,200,14126,2021-08-02,200,14126
594,STEC,138,15482,2021-08-02,138,15482
600,STGT,535,9062,2021-08-02,535,9062
606,STPI,0,19690,2021-08-02,0,19690
612,SUPER,7,242002,2021-08-02,7,242002
618,TASCO,119,7925,2021-08-02,119,7925
624,TCAP,0,1280,2021-08-02,0,1280
630,THAI,0,18,2021-08-02,0,18
636,THANI,0,4553,2021-08-02,0,4553
642,THCOM,518,15139,2021-08-02,518,15139
648,THG,6,742,2021-08-02,6,742
654,TISCO,40,983,2021-08-02,40,983
660,TKN,12,7940,2021-08-02,12,7940
666,TOA,0,831,2021-08-02,0,831
672,TOP,546,5858,2021-08-02,546,5858
678,TPIPL,500,29940,2021-08-02,500,29940
684,TPIPP,0,7660,2021-08-02,0,7660
690,TQM,20,672,2021-08-02,20,672
696,TRUE,2679,43523,2021-08-02,2679,43523
702,TTA,1259,21200,2021-08-02,1259,21200
708,TTB,4732,241462,2021-08-02,4732,241462
714,TTCL,0,3536,2021-08-02,0,3536
720,TTW,0,4613,2021-08-02,0,4613
726,TU,519,6051,2021-08-02,519,6051
732,TVO,0,561,2021-08-02,0,561
738,UNIQ,1,10154,2021-08-02,1,10154
744,VGI,2,21856,2021-08-02,2,21856
750,VNG,504,9437,2021-08-02,504,9437
756,VNT,0,1901,2021-08-02,0,1901
762,WHA,45,37568,2021-08-02,45,37568
768,WHAUP,30,2057,2021-08-02,30,2057
769,Single Stock,45553,2613886,2021-08-02,45553,2613886
6,AAV,652,10382,2021-08-03,652,10382
12,ADVANC,1572,5818,2021-08-03,1572,5818
18,AEONTS,124,791,2021-08-03,124,791
24,AMATA,205,4143,2021-08-03,205,4143
30,AOT,465,2586,2021-08-03,465,2586
36,AP,600,26050,2021-08-03,600,26050
42,AWC,15,9410,2021-08-03,15,9410
48,BA,4413,3397,2021-08-03,4413,3397
54,BAM,2646,7695,2021-08-03,2646,7695
60,BANPU,3086,39283,2021-08-03,3086,39283
66,BAY,103,1654,2021-08-03,103,1654
72,BBL,183,9420,2021-08-03,183,9420
78,BCH,9135,9719,2021-08-03,9135,9719
84,BCP,110,3670,2021-08-03,110,3670
90,BCPG,1239,9299,2021-08-03,1239,9299
96,BDMS,706,11216,2021-08-03,706,11216
102,BEAUTY,1035,62068,2021-08-03,1035,62068
108,BEC,10507,29072,2021-08-03,10507,29072
114,BEM,1025,37200,2021-08-03,1025,37200
120,BGRIM,886,14026,2021-08-03,886,14026
126,BH,27,969,2021-08-03,27,969
132,BJC,1,5255,2021-08-03,1,5255
138,BLA,205,1366,2021-08-03,205,1366
144,BLAND,1047,259738,2021-08-03,1047,259738
150,BPP,115,5211,2021-08-03,115,5211
156,BTS,912,41012,2021-08-03,912,41012
162,CBG,320,15993,2021-08-03,320,15993
168,CENTEL,204,2306,2021-08-03,204,2306
174,CHG,3780,39282,2021-08-03,3780,39282
180,CK,1020,8860,2021-08-03,1020,8860
186,CKP,2671,14847,2021-08-03,2671,14847
192,COM7,107,7892,2021-08-03,107,7892
198,CPALL,198,4618,2021-08-03,198,4618
204,CPF,148,37650,2021-08-03,148,37650
210,CPN,388,2674,2021-08-03,388,2674
216,CRC,210,1958,2021-08-03,210,1958
222,DELTA,25,502,2021-08-03,25,502
228,DTAC,520,4019,2021-08-03,520,4019
234,EA,264,5817,2021-08-03,264,5817
240,EASTW,0,11401,2021-08-03,0,11401
246,EGCO,162,2463,2021-08-03,162,2463
252,EPG,3,8720,2021-08-03,3,8720
258,ERW,0,4534,2021-08-03,0,4534
264,ESSO,2,7601,2021-08-03,2,7601
