index,Series,Vol,OI,TrdDate,VolTemp,OITemp
270,GFPT,904,10377,2021-08-03,904,10377
276,GLOBAL,803,7023,2021-08-03,803,7023
282,GPSC,769,6092,2021-08-03,769,6092
288,GULF,0,5352,2021-08-03,0,5352
294,GUNKUL,6737,147859,2021-08-03,6737,147859
300,HANA,506,2285,2021-08-03,506,2285
306,HMPRO,702,7230,2021-08-03,702,7230
312,ICHI,3,13559,2021-08-03,3,13559
318,INTUCH,313,537,2021-08-03,313,537
324,IRPC,5842,95605,2021-08-03,5842,95605
330,ITD,1707,32216,2021-08-03,1707,32216
336,IVL,652,7840,2021-08-03,652,7840
342,JAS,1087,60326,2021-08-03,1087,60326
348,JMT,108,3189,2021-08-03,108,3189
354,KBANK,1408,12410,2021-08-03,1408,12410
360,KCE,6,4837,2021-08-03,6,4837
366,KEX,627,963,2021-08-03,627,963
372,KKP,43,1749,2021-08-03,43,1749
378,KTB,2536,20375,2021-08-03,2536,20375
384,KTC,1006,47575,2021-08-03,1006,47575
390,LH,10,7685,2021-08-03,10,7685
396,LPN,24,10274,2021-08-03,24,10274
402,M,22,2636,2021-08-03,22,2636
408,MAJOR,204,7672,2021-08-03,204,7672
414,MBK,0,6081,2021-08-03,0,6081
420,MEGA,1126,764,2021-08-03,1126,764
426,MINT,1034,7100,2021-08-03,1034,7100
432,MTC,744,3091,2021-08-03,744,3091
438,OR,1,3655,2021-08-03,1,3655
444,ORI,3,23070,2021-08-03,3,23070
450,OSP,100,4303,2021-08-03,100,4303
456,PLANB,0,18097,2021-08-03,0,18097
462,PRM,57,32115,2021-08-03,57,32115
468,PSH,8,1235,2021-08-03,8,1235
474,PSL,331,3620,2021-08-03,331,3620
480,PTG,2353,14364,2021-08-03,2353,14364
486,PTT,748,14767,2021-08-03,748,14767
492,PTTEP,168,1509,2021-08-03,168,1509
498,PTTGC,643,13621,2021-08-03,643,13621
504,QH,505,22407,2021-08-03,505,22407
510,RATCH,25,3617,2021-08-03,25,3617
516,RS,103,88032,2021-08-03,103,88032
522,S,0,38210,2021-08-03,0,38210
528,SAMART,2,7835,2021-08-03,2,7835
534,SAWAD,487,7083,2021-08-03,487,7083
540,SCB,479,2037,2021-08-03,479,2037
546,SCC,214,3250,2021-08-03,214,3250
552,SCGP,1122,12666,2021-08-03,1122,12666
558,SGP,0,3031,2021-08-03,0,3031
564,SIRI,6303,166133,2021-08-03,6303,166133
570,SPALI,1,304,2021-08-03,1,304
576,SPCG,203,8340,2021-08-03,203,8340
582,SPRC,1,5602,2021-08-03,1,5602
588,STA,2468,14225,2021-08-03,2468,14225
594,STEC,637,16177,2021-08-03,637,16177
600,STGT,1535,9045,2021-08-03,1535,9045
606,STPI,0,19690,2021-08-03,0,19690
612,SUPER,9601,241002,2021-08-03,9601,241002
618,TASCO,114,7985,2021-08-03,114,7985
624,TCAP,0,1280,2021-08-03,0,1280
630,THAI,0,18,2021-08-03,0,18
636,THANI,2500,3531,2021-08-03,2500,3531
642,THCOM,1018,15133,2021-08-03,1018,15133
648,THG,100,749,2021-08-03,100,749
654,TISCO,43,943,2021-08-03,43,943
660,TKN,549,7978,2021-08-03,549,7978
666,TOA,102,631,2021-08-03,102,631
672,TOP,864,5382,2021-08-03,864,5382
678,TPIPL,503,30440,2021-08-03,503,30440
684,TPIPP,5,7660,2021-08-03,5,7660
690,TQM,105,652,2021-08-03,105,652
696,TRUE,2106,44697,2021-08-03,2106,44697
702,TTA,1744,23815,2021-08-03,1744,23815
708,TTB,28475,238363,2021-08-03,28475,238363
714,TTCL,0,3536,2021-08-03,0,3536
720,TTW,0,4613,2021-08-03,0,4613
726,TU,619,6660,2021-08-03,619,6660
732,TVO,0,561,2021-08-03,0,561
738,UNIQ,14,10656,2021-08-03,14,10656
744,VGI,1009,21860,2021-08-03,1009,21860
750,VNG,10,9942,2021-08-03,10,9942
756,VNT,0,1901,2021-08-03,0,1901
762,WHA,1042,38062,2021-08-03,1042,38062
768,WHAUP,0,2097,2021-08-03,0,2097
769,Single Stock,148979,2612476,2021-08-03,148979,2612476
6,AAV,2057,10858,2021-08-04,2057,10858
12,ADVANC,294,5384,2021-08-04,294,5384
18,AEONTS,43,712,2021-08-04,43,712
24,AMATA,3,4343,2021-08-04,3,4343
30,AOT,184,2834,2021-08-04,184,2834
36,AP,5,25650,2021-08-04,5,25650
42,AWC,1520,9410,2021-08-04,1520,9410
48,BA,13,1204,2021-08-04,13,1204
54,BAM,2094,9290,2021-08-04,2094,9290
60,BANPU,1245,39953,2021-08-04,1245,39953
66,BAY,25,1555,2021-08-04,25,1555
72,BBL,139,9475,2021-08-04,139,9475
78,BCH,3784,15393,2021-08-04,3784,15393
84,BCP,108,3775,2021-08-04,108,3775
90,BCPG,910,8734,2021-08-04,910,8734
96,BDMS,1718,11017,2021-08-04,1718,11017
102,BEAUTY,22,61100,2021-08-04,22,61100
108,BEC,1014,38575,2021-08-04,1014,38575
114,BEM,10,36702,2021-08-04,10,36702
120,BGRIM,1084,14366,2021-08-04,1084,14366
126,BH,59,994,2021-08-04,59,994
132,BJC,101,5254,2021-08-04,101,5254
138,BLA,633,1570,2021-08-04,633,1570
144,BLAND,9,259713,2021-08-04,9,259713
150,BPP,903,5325,2021-08-04,903,5325
156,BTS,1114,41710,2021-08-04,1114,41710
162,CBG,987,15952,2021-08-04,987,15952
168,CENTEL,211,2507,2021-08-04,211,2507
174,CHG,1650,40277,2021-08-04,1650,40277
180,CK,1472,8912,2021-08-04,1472,8912
186,CKP,1222,14423,2021-08-04,1222,14423
192,COM7,18,7789,2021-08-04,18,7789
198,CPALL,134,4528,2021-08-04,134,4528
204,CPF,122,37752,2021-08-04,122,37752
210,CPN,1037,2716,2021-08-04,1037,2716
216,CRC,500,2157,2021-08-04,500,2157
222,DELTA,50,501,2021-08-04,50,501
228,DTAC,454,4333,2021-08-04,454,4333
234,EA,340,5576,2021-08-04,340,5576
240,EASTW,0,11401,2021-08-04,0,11401
246,EGCO,402,2464,2021-08-04,402,2464
252,EPG,527,8722,2021-08-04,527,8722
258,ERW,500,4534,2021-08-04,500,4534
264,ESSO,22,7602,2021-08-04,22,7602
270,GFPT,3085,10078,2021-08-04,3085,10078
276,GLOBAL,1231,7622,2021-08-04,1231,7622
282,GPSC,1780,6221,2021-08-04,1780,6221
288,GULF,2878,5352,2021-08-04,2878,5352
294,GUNKUL,12382,153356,2021-08-04,12382,153356
300,HANA,100,2384,2021-08-04,100,2384
306,HMPRO,1020,7530,2021-08-04,1020,7530
312,ICHI,0,13557,2021-08-04,0,13557
318,INTUCH,164,334,2021-08-04,164,334
324,IRPC,590,92073,2021-08-04,590,92073
330,ITD,217,30826,2021-08-04,217,30826
336,IVL,644,7935,2021-08-04,644,7935
342,JAS,526,60354,2021-08-04,526,60354
348,JMT,652,3084,2021-08-04,652,3084
354,KBANK,642,13141,2021-08-04,642,13141
360,KCE,213,4837,2021-08-04,213,4837
366,KEX,204,1568,2021-08-04,204,1568
372,KKP,200,1792,2021-08-04,200,1792
378,KTB,240,19259,2021-08-04,240,19259
384,KTC,1016,48074,2021-08-04,1016,48074
390,LH,1006,7686,2021-08-04,1006,7686
396,LPN,4,10287,2021-08-04,4,10287
402,M,43,2657,2021-08-04,43,2657
408,MAJOR,204,7870,2021-08-04,204,7870
414,MBK,0,6081,2021-08-04,0,6081
420,MEGA,102,1261,2021-08-04,102,1261
426,MINT,21,6470,2021-08-04,21,6470
432,MTC,817,3553,2021-08-04,817,3553
438,OR,102,3654,2021-08-04,102,3654
444,ORI,12,23070,2021-08-04,12,23070
450,OSP,7,4403,2021-08-04,7,4403
456,PLANB,0,18097,2021-08-04,0,18097
462,PRM,15,32121,2021-08-04,15,32121
468,PSH,0,1243,2021-08-04,0,1243
474,PSL,185,3628,2021-08-04,185,3628
480,PTG,1847,15065,2021-08-04,1847,15065
486,PTT,445,15074,2021-08-04,445,15074
492,PTTEP,153,1528,2021-08-04,153,1528
498,PTTGC,229,13857,2021-08-04,229,13857
504,QH,1912,21911,2021-08-04,1912,21911
510,RATCH,145,3640,2021-08-04,145,3640
516,RS,502,87933,2021-08-04,502,87933
522,S,0,38210,2021-08-04,0,38210
528,SAMART,1,7833,2021-08-04,1,7833
534,SAWAD,1065,7357,2021-08-04,1065,7357
540,SCB,278,1953,2021-08-04,278,1953
546,SCC,75,3099,2021-08-04,75,3099
552,SCGP,3410,13653,2021-08-04,3410,13653
558,SGP,650,3031,2021-08-04,650,3031
564,SIRI,36209,172141,2021-08-04,36209,172141
570,SPALI,0,304,2021-08-04,0,304
576,SPCG,207,8542,2021-08-04,207,8542
582,SPRC,500,5603,2021-08-04,500,5603
588,STA,1220,13922,2021-08-04,1220,13922
594,STEC,204,16585,2021-08-04,204,16585
600,STGT,2141,9960,2021-08-04,2141,9960
606,STPI,0,19690,2021-08-04,0,19690
612,SUPER,6016,248602,2021-08-04,6016,248602
618,TASCO,201,8074,2021-08-04,201,8074
624,TCAP,0,1280,2021-08-04,0,1280
630,THAI,0,18,2021-08-04,0,18
636,THANI,507,3031,2021-08-04,507,3031
642,THCOM,33,15140,2021-08-04,33,15140
648,THG,181,649,2021-08-04,181,649
654,TISCO,24,905,2021-08-04,24,905
660,TKN,501,7483,2021-08-04,501,7483
666,TOA,3,733,2021-08-04,3,733
672,TOP,554,4712,2021-08-04,554,4712
678,TPIPL,509,29942,2021-08-04,509,29942
684,TPIPP,500,7662,2021-08-04,500,7662
690,TQM,61,628,2021-08-04,61,628
696,TRUE,726,45810,2021-08-04,726,45810
702,TTA,522,24861,2021-08-04,522,24861
708,TTB,1549,248248,2021-08-04,1549,248248
714,TTCL,0,3536,2021-08-04,0,3536
720,TTW,200,4613,2021-08-04,200,4613
726,TU,1330,6673,2021-08-04,1330,6673
732,TVO,0,561,2021-08-04,0,561
738,UNIQ,2,10642,2021-08-04,2,10642
744,VGI,2,22868,2021-08-04,2,22868
750,VNG,15,9940,2021-08-04,15,9940
756,VNT,155,1901,2021-08-04,155,1901
762,WHA,1021,38079,2021-08-04,1021,38079
768,WHAUP,530,2097,2021-08-04,530,2097
769,Single Stock,125376,2658079,2021-08-04,125376,2658079
6,AAV,101,9862,2021-08-05,101,9862
12,ADVANC,1,5280,2021-08-05,1,5280
18,AEONTS,2,752,2021-08-05,2,752
24,AMATA,0,4343,2021-08-05,0,4343
30,AOT,36,2878,2021-08-05,36,2878
36,AP,1,25655,2021-08-05,1,25655
42,AWC,100,8895,2021-08-05,100,8895
48,BA,2,1208,2021-08-05,2,1208
54,BAM,954,9693,2021-08-05,954,9693
60,BANPU,15,39167,2021-08-05,15,39167
66,BAY,0,1574,2021-08-05,0,1574
72,BBL,1,9479,2021-08-05,1,9479
78,BCH,814,16017,2021-08-05,814,16017
84,BCP,0,3871,2021-08-05,0,3871
90,BCPG,870,9444,2021-08-05,870,9444
96,BDMS,2,10520,2021-08-05,2,10520
102,BEAUTY,500,61120,2021-08-05,500,61120
108,BEC,2,39584,2021-08-05,2,39584
114,BEM,0,36711,2021-08-05,0,36711
120,BGRIM,501,14339,2021-08-05,501,14339
126,BH,0,1044,2021-08-05,0,1044
132,BJC,101,5354,2021-08-05,101,5354
138,BLA,0,1589,2021-08-05,0,1589
144,BLAND,13,259721,2021-08-05,13,259721
150,BPP,100,5428,2021-08-05,100,5428
156,BTS,0,42810,2021-08-05,0,42810
162,CBG,184,16749,2021-08-05,184,16749
168,CENTEL,0,2718,2021-08-05,0,2718
174,CHG,1683,41300,2021-08-05,1683,41300
180,CK,0,8812,2021-08-05,0,8812
186,CKP,8,14532,2021-08-05,8,14532
192,COM7,10,7791,2021-08-05,10,7791
198,CPALL,0,4564,2021-08-05,0,4564
204,CPF,2,37654,2021-08-05,2,37654
210,CPN,1,2826,2021-08-05,1,2826
216,CRC,0,1657,2021-08-05,0,1657
222,DELTA,7,504,2021-08-05,7,504
228,DTAC,72,4520,2021-08-05,72,4520
234,EA,10,5684,2021-08-05,10,5684
240,EASTW,0,11401,2021-08-05,0,11401
246,EGCO,25,2326,2021-08-05,25,2326
252,EPG,12,9247,2021-08-05,12,9247
258,ERW,0,4534,2021-08-05,0,4534
264,ESSO,0,7605,2021-08-05,0,7605
270,GFPT,0,10155,2021-08-05,0,10155
276,GLOBAL,1201,8146,2021-08-05,1201,8146
282,GPSC,757,5980,2021-08-05,757,5980
288,GULF,579,6085,2021-08-05,579,6085
294,GUNKUL,7068,155457,2021-08-05,7068,155457
300,HANA,610,2484,2021-08-05,610,2484
306,HMPRO,201,8047,2021-08-05,201,8047
312,ICHI,0,13557,2021-08-05,0,13557
318,INTUCH,20,175,2021-08-05,20,175
324,IRPC,1057,92600,2021-08-05,1057,92600
330,ITD,22,30903,2021-08-05,22,30903
336,IVL,209,7925,2021-08-05,209,7925
342,JAS,568,60856,2021-08-05,568,60856
348,JMT,0,3044,2021-08-05,0,3044
354,KBANK,29,13610,2021-08-05,29,13610
360,KCE,475,4937,2021-08-05,475,4937
366,KEX,7,1768,2021-08-05,7,1768
372,KKP,0,1732,2021-08-05,0,1732
378,KTB,123,19469,2021-08-05,123,19469
384,KTC,103,48581,2021-08-05,103,48581
390,LH,0,6688,2021-08-05,0,6688
396,LPN,2,10287,2021-08-05,2,10287
402,M,60,2677,2021-08-05,60,2677
408,MAJOR,100,8073,2021-08-05,100,8073
414,MBK,0,6081,2021-08-05,0,6081
420,MEGA,201,1161,2021-08-05,201,1161
426,MINT,2,6476,2021-08-05,2,6476
432,MTC,120,3563,2021-08-05,120,3563
438,OR,0,3552,2021-08-05,0,3552
444,ORI,500,23070,2021-08-05,500,23070
450,OSP,5,4409,2021-08-05,5,4409
456,PLANB,0,18097,2021-08-05,0,18097
462,PRM,2,32122,2021-08-05,2,32122
468,PSH,14,1243,2021-08-05,14,1243
474,PSL,1022,3677,2021-08-05,1022,3677
480,PTG,500,16088,2021-08-05,500,16088
486,PTT,553,15512,2021-08-05,553,15512
492,PTTEP,22,1463,2021-08-05,22,1463
498,PTTGC,106,13924,2021-08-05,106,13924
504,QH,510,21921,2021-08-05,510,21921
510,RATCH,0,3690,2021-08-05,0,3690
516,RS,3,88435,2021-08-05,3,88435
522,S,0,38210,2021-08-05,0,38210
528,SAMART,0,7834,2021-08-05,0,7834
534,SAWAD,105,7715,2021-08-05,105,7715
540,SCB,21,1829,2021-08-05,21,1829
546,SCC,43,3117,2021-08-05,43,3117
552,SCGP,1,14050,2021-08-05,1,14050
558,SGP,0,3681,2021-08-05,0,3681
564,SIRI,6002,184170,2021-08-05,6002,184170
570,SPALI,0,304,2021-08-05,0,304
576,SPCG,301,8348,2021-08-05,301,8348
582,SPRC,0,5103,2021-08-05,0,5103
588,STA,105,14815,2021-08-05,105,14815
594,STEC,2,16583,2021-08-05,2,16583
600,STGT,202,11393,2021-08-05,202,11393
606,STPI,0,19690,2021-08-05,0,19690
612,SUPER,0,254602,2021-08-05,0,254602
618,TASCO,19,8274,2021-08-05,19,8274
624,TCAP,0,1280,2021-08-05,0,1280
630,THAI,0,18,2021-08-05,0,18
636,THANI,0,2537,2021-08-05,0,2537
642,THCOM,5,15161,2021-08-05,5,15161
648,THG,205,703,2021-08-05,205,703
654,TISCO,0,925,2021-08-05,0,925
660,TKN,0,6983,2021-08-05,0,6983
666,TOA,0,733,2021-08-05,0,733
672,TOP,90,4235,2021-08-05,90,4235
678,TPIPL,0,29451,2021-08-05,0,29451
684,TPIPP,0,8162,2021-08-05,0,8162
690,TQM,0,607,2021-08-05,0,607
696,TRUE,1000,46346,2021-08-05,1000,46346
702,TTA,621,24365,2021-08-05,621,24365
708,TTB,5426,248284,2021-08-05,5426,248284
714,TTCL,0,3536,2021-08-05,0,3536
720,TTW,0,4813,2021-08-05,0,4813
726,TU,9,6380,2021-08-05,9,6380
732,TVO,200,561,2021-08-05,200,561
738,UNIQ,0,10640,2021-08-05,0,10640
744,VGI,1,22870,2021-08-05,1,22870
750,VNG,1,9945,2021-08-05,1,9945
756,VNT,0,1746,2021-08-05,0,1746
762,WHA,1,38090,2021-08-05,1,38090
768,WHAUP,1,2627,2021-08-05,1,2627
769,Single Stock,37242,2689198,2021-08-05,37242,2689198
6,AAV,704,9858,2021-08-06,704,9858
12,ADVANC,124,5431,2021-08-06,124,5431
18,AEONTS,6,755,2021-08-06,6,755
24,AMATA,141,4143,2021-08-06,141,4143
30,AOT,186,2787,2021-08-06,186,2787
36,AP,53,26663,2021-08-06,53,26663
42,AWC,559,9994,2021-08-06,559,9994
48,BA,14,1208,2021-08-06,14,1208
54,BAM,122,10047,2021-08-06,122,10047
60,BANPU,1653,40175,2021-08-06,1653,40175
66,BAY,0,1674,2021-08-06,0,1674
72,BBL,82,9480,2021-08-06,82,9480
78,BCH,1537,15969,2021-08-06,1537,15969
84,BCP,102,3874,2021-08-06,102,3874
90,BCPG,1073,9222,2021-08-06,1073,9222
96,BDMS,811,10420,2021-08-06,811,10420
102,BEAUTY,507,61120,2021-08-06,507,61120
108,BEC,5225,40576,2021-08-06,5225,40576
114,BEM,4280,36716,2021-08-06,4280,36716
120,BGRIM,316,14242,2021-08-06,316,14242
126,BH,29,1064,2021-08-06,29,1064
132,BJC,521,5153,2021-08-06,521,5153
138,BLA,0,1594,2021-08-06,0,1594
144,BLAND,134,259737,2021-08-06,134,259737
150,BPP,502,5632,2021-08-06,502,5632
156,BTS,358,42629,2021-08-06,358,42629
162,CBG,1249,16450,2021-08-06,1249,16450
168,CENTEL,425,2718,2021-08-06,425,2718
174,CHG,2427,42915,2021-08-06,2427,42915
180,CK,103,8806,2021-08-06,103,8806
186,CKP,1121,13531,2021-08-06,1121,13531
192,COM7,1968,7789,2021-08-06,1968,7789
198,CPALL,1279,4570,2021-08-06,1279,4570
204,CPF,60,37666,2021-08-06,60,37666
210,CPN,595,3529,2021-08-06,595,3529
216,CRC,405,1667,2021-08-06,405,1667
222,DELTA,394,462,2021-08-06,394,462
228,DTAC,1573,3886,2021-08-06,1573,3886
234,EA,234,5586,2021-08-06,234,5586
240,EASTW,500,11401,2021-08-06,500,11401
246,EGCO,186,2375,2021-08-06,186,2375
252,EPG,529,8247,2021-08-06,529,8247
258,ERW,0,5535,2021-08-06,0,5535
264,ESSO,0,8105,2021-08-06,0,8105
270,GFPT,1002,10717,2021-08-06,1002,10717
276,GLOBAL,505,6869,2021-08-06,505,6869
282,GPSC,858,6375,2021-08-06,858,6375
288,GULF,2446,5753,2021-08-06,2446,5753
294,GUNKUL,9116,156910,2021-08-06,9116,156910
300,HANA,115,2085,2021-08-06,115,2085
306,HMPRO,2335,7184,2021-08-06,2335,7184
312,ICHI,34,13555,2021-08-06,34,13555
318,INTUCH,3,175,2021-08-06,3,175
324,IRPC,4246,93200,2021-08-06,4246,93200
330,ITD,121,30911,2021-08-06,121,30911
336,IVL,1781,8987,2021-08-06,1781,8987
342,JAS,1411,61332,2021-08-06,1411,61332
348,JMT,856,3049,2021-08-06,856,3049
354,KBANK,535,13417,2021-08-06,535,13417
360,KCE,1083,4709,2021-08-06,1083,4709
366,KEX,311,1865,2021-08-06,311,1865
372,KKP,140,1752,2021-08-06,140,1752
378,KTB,1917,20368,2021-08-06,1917,20368
384,KTC,1315,48481,2021-08-06,1315,48481
390,LH,540,6688,2021-08-06,540,6688
396,LPN,1028,9997,2021-08-06,1028,9997
402,M,9,2697,2021-08-06,9,2697
408,MAJOR,712,7973,2021-08-06,712,7973
414,MBK,0,6085,2021-08-06,0,6085
420,MEGA,103,1363,2021-08-06,103,1363
426,MINT,1032,6181,2021-08-06,1032,6181
432,MTC,868,3490,2021-08-06,868,3490
438,OR,110,3452,2021-08-06,110,3452
444,ORI,0,23570,2021-08-06,0,23570
450,OSP,245,4405,2021-08-06,245,4405
456,PLANB,6,18111,2021-08-06,6,18111
462,PRM,11,32625,2021-08-06,11,32625
468,PSH,0,1264,2021-08-06,0,1264
474,PSL,2776,4572,2021-08-06,2776,4572
480,PTG,704,17426,2021-08-06,704,17426
486,PTT,440,15792,2021-08-06,440,15792
492,PTTEP,73,1528,2021-08-06,73,1528
498,PTTGC,307,14189,2021-08-06,307,14189
504,QH,2,23719,2021-08-06,2,23719
510,RATCH,24,3689,2021-08-06,24,3689
516,RS,117,86442,2021-08-06,117,86442
522,S,24,38710,2021-08-06,24,38710
528,SAMART,1,7337,2021-08-06,1,7337
534,SAWAD,508,7757,2021-08-06,508,7757
540,SCB,236,1913,2021-08-06,236,1913
546,SCC,154,2939,2021-08-06,154,2939
552,SCGP,1159,14247,2021-08-06,1159,14247
558,SGP,0,3681,2021-08-06,0,3681
564,SIRI,26253,153197,2021-08-06,26253,153197
570,SPALI,0,304,2021-08-06,0,304
576,SPCG,0,9045,2021-08-06,0,9045
582,SPRC,0,5109,2021-08-06,0,5109
588,STA,528,15213,2021-08-06,528,15213
594,STEC,615,16587,2021-08-06,615,16587
600,STGT,537,11596,2021-08-06,537,11596
606,STPI,0,19690,2021-08-06,0,19690
612,SUPER,2000,254541,2021-08-06,2000,254541
618,TASCO,200,8358,2021-08-06,200,8358
624,TCAP,0,1280,2021-08-06,0,1280
630,THAI,0,18,2021-08-06,0,18
636,THANI,500,2537,2021-08-06,500,2537
642,THCOM,527,15169,2021-08-06,527,15169
648,THG,100,609,2021-08-06,100,609
654,TISCO,30,945,2021-08-06,30,945
660,TKN,1,6983,2021-08-06,1,6983
666,TOA,123,936,2021-08-06,123,936
672,TOP,11,4364,2021-08-06,11,4364
678,TPIPL,20,29451,2021-08-06,20,29451
684,TPIPP,500,8162,2021-08-06,500,8162
690,TQM,41,607,2021-08-06,41,607
696,TRUE,5814,45801,2021-08-06,5814,45801
702,TTA,6207,23853,2021-08-06,6207,23853
708,TTB,1071,227619,2021-08-06,1071,227619
714,TTCL,0,3536,2021-08-06,0,3536
720,TTW,0,4913,2021-08-06,0,4913
726,TU,4049,6592,2021-08-06,4049,6592
732,TVO,0,461,2021-08-06,0,461
738,UNIQ,0,10640,2021-08-06,0,10640
744,VGI,750,23870,2021-08-06,750,23870
750,VNG,3,10446,2021-08-06,3,10446
756,VNT,300,1746,2021-08-06,300,1746
762,WHA,529,38105,2021-08-06,529,38105
768,WHAUP,0,2628,2021-08-06,0,2628
769,Single Stock,124115,2649848,2021-08-06,124115,2649848
6,AAV,2053,9353,2021-08-09,2053,9353
12,ADVANC,113,5534,2021-08-09,113,5534
18,AEONTS,2,773,2021-08-09,2,773
24,AMATA,0,4133,2021-08-09,0,4133
30,AOT,631,2676,2021-08-09,631,2676
36,AP,4,26714,2021-08-09,4,26714
42,AWC,1514,10505,2021-08-09,1514,10505
48,BA,0,1213,2021-08-09,0,1213
54,BAM,926,9955,2021-08-09,926,9955
60,BANPU,1599,40070,2021-08-09,1599,40070
66,BAY,0,1674,2021-08-09,0,1674
72,BBL,19,9461,2021-08-09,19,9461
78,BCH,3090,13260,2021-08-09,3090,13260
84,BCP,3,3975,2021-08-09,3,3975
90,BCPG,221,10172,2021-08-09,221,10172
96,BDMS,301,10418,2021-08-09,301,10418
102,BEAUTY,0,60616,2021-08-09,0,60616
108,BEC,6049,42579,2021-08-09,6049,42579
114,BEM,89,40728,2021-08-09,89,40728
120,BGRIM,57,14342,2021-08-09,57,14342
126,BH,8,1083,2021-08-09,8,1083
132,BJC,104,5666,2021-08-09,104,5666
138,BLA,603,1694,2021-08-09,603,1694
144,BLAND,500,259751,2021-08-09,500,259751
150,BPP,500,5232,2021-08-09,500,5232
156,BTS,351,42251,2021-08-09,351,42251
162,CBG,113,15637,2021-08-09,113,15637
168,CENTEL,377,2803,2021-08-09,377,2803
174,CHG,1337,41584,2021-08-09,1337,41584
180,CK,123,8752,2021-08-09,123,8752
186,CKP,3,13506,2021-08-09,3,13506
192,COM7,214,10240,2021-08-09,214,10240
198,CPALL,713,5671,2021-08-09,713,5671
204,CPF,6,37547,2021-08-09,6,37547
210,CPN,295,3820,2021-08-09,295,3820
216,CRC,37,2068,2021-08-09,37,2068
222,DELTA,108,475,2021-08-09,108,475
228,DTAC,9,2425,2021-08-09,9,2425
234,EA,3,5586,2021-08-09,3,5586
240,EASTW,0,10901,2021-08-09,0,10901
246,EGCO,250,2394,2021-08-09,250,2394
252,EPG,10,7730,2021-08-09,10,7730
258,ERW,1,5535,2021-08-09,1,5535
264,ESSO,2,8105,2021-08-09,2,8105
270,GFPT,562,11617,2021-08-09,562,11617
276,GLOBAL,107,6768,2021-08-09,107,6768
282,GPSC,768,7102,2021-08-09,768,7102
288,GULF,2046,6053,2021-08-09,2046,6053
294,GUNKUL,40,149698,2021-08-09,40,149698
300,HANA,10,2186,2021-08-09,10,2186
306,HMPRO,3,8703,2021-08-09,3,8703
312,ICHI,0,13555,2021-08-09,0,13555
318,INTUCH,1,177,2021-08-09,1,177
324,IRPC,1636,95275,2021-08-09,1636,95275
330,ITD,139,30860,2021-08-09,139,30860
336,IVL,320,9353,2021-08-09,320,9353
342,JAS,52,62496,2021-08-09,52,62496
348,JMT,0,2455,2021-08-09,0,2455
354,KBANK,415,13347,2021-08-09,415,13347
360,KCE,512,4839,2021-08-09,512,4839
366,KEX,0,1867,2021-08-09,0,1867
372,KKP,82,1772,2021-08-09,82,1772
378,KTB,338,20960,2021-08-09,338,20960
384,KTC,207,49680,2021-08-09,207,49680
390,LH,0,7148,2021-08-09,0,7148
396,LPN,20,10023,2021-08-09,20,10023
402,M,21,2697,2021-08-09,21,2697
408,MAJOR,100,7485,2021-08-09,100,7485
414,MBK,0,6085,2021-08-09,0,6085
420,MEGA,103,1261,2021-08-09,103,1261
426,MINT,406,6487,2021-08-09,406,6487
432,MTC,42,2886,2021-08-09,42,2886
438,OR,0,3347,2021-08-09,0,3347
444,ORI,0,23570,2021-08-09,0,23570
450,OSP,0,4648,2021-08-09,0,4648
456,PLANB,0,18117,2021-08-09,0,18117
462,PRM,1,32621,2021-08-09,1,32621
468,PSH,4,1264,2021-08-09,4,1264
474,PSL,2335,5066,2021-08-09,2335,5066
480,PTG,253,17927,2021-08-09,253,17927
486,PTT,231,16024,2021-08-09,231,16024
492,PTTEP,95,1524,2021-08-09,95,1524
498,PTTGC,123,14277,2021-08-09,123,14277
504,QH,0,23720,2021-08-09,0,23720
510,RATCH,1,3665,2021-08-09,1,3665
516,RS,105,88140,2021-08-09,105,88140
522,S,0,38686,2021-08-09,0,38686
528,SAMART,2,7340,2021-08-09,2,7340
534,SAWAD,522,7678,2021-08-09,522,7678
540,SCB,106,1828,2021-08-09,106,1828
546,SCC,65,2942,2021-08-09,65,2942
552,SCGP,2004,14963,2021-08-09,2004,14963
558,SGP,0,3681,2021-08-09,0,3681
564,SIRI,3048,157144,2021-08-09,3048,157144
570,SPALI,0,304,2021-08-09,0,304
576,SPCG,1,9047,2021-08-09,1,9047
582,SPRC,500,5109,2021-08-09,500,5109
588,STA,102,15234,2021-08-09,102,15234
594,STEC,114,16194,2021-08-09,114,16194
600,STGT,111,11655,2021-08-09,111,11655
606,STPI,0,19690,2021-08-09,0,19690
612,SUPER,2,255541,2021-08-09,2,255541
618,TASCO,206,8358,2021-08-09,206,8358
624,TCAP,100,1280,2021-08-09,100,1280
630,THAI,0,18,2021-08-09,0,18
636,THANI,0,3037,2021-08-09,0,3037
642,THCOM,2242,15654,2021-08-09,2242,15654
648,THG,0,509,2021-08-09,0,509
654,TISCO,60,915,2021-08-09,60,915
660,TKN,0,6982,2021-08-09,0,6982
666,TOA,100,1035,2021-08-09,100,1035
672,TOP,106,4375,2021-08-09,106,4375
678,TPIPL,0,29451,2021-08-09,0,29451
684,TPIPP,500,8662,2021-08-09,500,8662
690,TQM,0,588,2021-08-09,0,588
696,TRUE,25,44386,2021-08-09,25,44386
702,TTA,112,23349,2021-08-09,112,23349
708,TTB,1831,226598,2021-08-09,1831,226598
