index,Series,Vol,OI,TrdDate,Avg5,Avg10
348,JMT,359,3171,2021-07-08,,
354,KBANK,2627,12524,2021-07-08,,
360,KCE,552,3907,2021-07-08,,
366,KEX,211,1019,2021-07-08,,
372,KKP,382,1825,2021-07-08,,
378,KTB,1353,25858,2021-07-08,,
384,KTC,477,47944,2021-07-08,,
390,LH,1009,7621,2021-07-08,,
396,LPN,7013,10242,2021-07-08,,
402,M,802,2610,2021-07-08,,
408,MAJOR,773,7660,2021-07-08,,
414,MBK,234,6677,2021-07-08,,
420,MEGA,0,453,2021-07-08,,
426,MINT,716,6451,2021-07-08,,
432,MTC,865,4525,2021-07-08,,
438,OR,343,6644,2021-07-08,,
444,ORI,2535,25027,2021-07-08,,
450,OSP,572,3948,2021-07-08,,
456,PLANB,1320,18032,2021-07-08,,
462,PRM,2011,32696,2021-07-08,,
468,PSH,14,1472,2021-07-08,,
474,PSL,3026,13942,2021-07-08,,
480,PTG,2211,13405,2021-07-08,,
486,PTT,3558,13154,2021-07-08,,
492,PTTEP,651,1330,2021-07-08,,
498,PTTGC,1060,17761,2021-07-08,,
504,QH,2060,22962,2021-07-08,,
510,RATCH,217,3886,2021-07-08,,
516,RS,934,92717,2021-07-08,,
522,S,1598,37610,2021-07-08,,
528,SAMART,25,10749,2021-07-08,,
534,SAWAD,714,7514,2021-07-08,,
540,SCB,461,2166,2021-07-08,,
546,SCC,386,3221,2021-07-08,,
552,SCGP,2315,4778,2021-07-08,,
558,SGP,1000,3055,2021-07-08,,
564,SIRI,64113,234208,2021-07-08,,
570,SPALI,404,773,2021-07-08,,
576,SPCG,100,8222,2021-07-08,,
582,SPRC,6,5580,2021-07-08,,
588,STA,321,12219,2021-07-08,,
594,STEC,3308,17142,2021-07-08,,
600,STGT,441,6539,2021-07-08,,
606,STPI,1013,15682,2021-07-08,,
612,SUPER,10652,330065,2021-07-08,,
618,TASCO,1576,9119,2021-07-08,,
624,TCAP,306,1281,2021-07-08,,
630,THAI,0,18,2021-07-08,,
636,THANI,1500,3052,2021-07-08,,
642,THCOM,1044,13140,2021-07-08,,
648,THG,0,100,2021-07-08,,
654,TISCO,470,965,2021-07-08,,
660,TKN,41,9516,2021-07-08,,
666,TOA,200,1972,2021-07-08,,
672,TOP,1163,4962,2021-07-08,,
678,TPIPL,1014,31392,2021-07-08,,
684,TPIPP,3000,5659,2021-07-08,,
690,TQM,92,933,2021-07-08,,
696,TRUE,4475,40770,2021-07-08,,
702,TTA,4497,26084,2021-07-08,,
708,TTB,21277,186028,2021-07-08,,
714,TTCL,14,3530,2021-07-08,,
720,TTW,0,4304,2021-07-08,,
726,TU,1837,6970,2021-07-08,,
732,TVO,0,756,2021-07-08,,
738,UNIQ,30,10651,2021-07-08,,
744,VGI,1066,21376,2021-07-08,,
750,VNG,26,2741,2021-07-08,,
756,VNT,0,2315,2021-07-08,,
762,WHA,3808,42611,2021-07-08,,
768,WHAUP,27,2779,2021-07-08,,
769,Single Stock,343951,2756786,2021-07-08,,
6,AAV,822,16101,2021-07-09,,
12,ADVANC,299,7803,2021-07-09,,
18,AEONTS,145,653,2021-07-09,,
24,AMATA,750,11607,2021-07-09,,
30,AOT,1630,2452,2021-07-09,,
36,AP,527,16995,2021-07-09,,
42,AWC,3107,12141,2021-07-09,,
48,BA,1534,5377,2021-07-09,,
54,BAM,1911,7193,2021-07-09,,
60,BANPU,6169,41001,2021-07-09,,
66,BAY,15,1455,2021-07-09,,
72,BBL,2358,9671,2021-07-09,,
78,BCH,1818,8356,2021-07-09,,
84,BCP,201,3959,2021-07-09,,
90,BCPG,1707,7893,2021-07-09,,
96,BDMS,841,7420,2021-07-09,,
102,BEAUTY,668,66098,2021-07-09,,
108,BEC,8076,23328,2021-07-09,,
114,BEM,7338,36419,2021-07-09,,
120,BGRIM,632,12440,2021-07-09,,
126,BH,42,958,2021-07-09,,
132,BJC,16,5055,2021-07-09,,
138,BLA,1,1668,2021-07-09,,
144,BLAND,670,260949,2021-07-09,,
150,BPP,501,5543,2021-07-09,,
156,BTS,9134,60895,2021-07-09,,
162,CBG,677,15723,2021-07-09,,
168,CENTEL,415,1941,2021-07-09,,
174,CHG,9159,31805,2021-07-09,,
180,CK,964,13229,2021-07-09,,
186,CKP,502,11170,2021-07-09,,
192,COM7,760,5211,2021-07-09,,
198,CPALL,624,5400,2021-07-09,,
204,CPF,1412,41159,2021-07-09,,
210,CPN,226,2082,2021-07-09,,
216,CRC,0,1252,2021-07-09,,
222,DELTA,104,504,2021-07-09,,
228,DTAC,523,6047,2021-07-09,,
234,EA,523,4436,2021-07-09,,
240,EASTW,0,10901,2021-07-09,,
246,EGCO,141,2123,2021-07-09,,
252,EPG,33,15224,2021-07-09,,
258,ERW,500,6532,2021-07-09,,
264,ESSO,1025,7585,2021-07-09,,
270,GFPT,200,11906,2021-07-09,,
276,GLOBAL,1101,6380,2021-07-09,,
282,GPSC,598,5918,2021-07-09,,
288,GULF,109,4256,2021-07-09,,
294,GUNKUL,35323,149899,2021-07-09,,
300,HANA,148,2184,2021-07-09,,
306,HMPRO,822,5991,2021-07-09,,
312,ICHI,11,14067,2021-07-09,,
318,INTUCH,0,354,2021-07-09,,
324,IRPC,8676,88927,2021-07-09,,
330,ITD,6462,32976,2021-07-09,,
336,IVL,232,7732,2021-07-09,,
342,JAS,1121,56701,2021-07-09,,
348,JMT,454,3124,2021-07-09,,
354,KBANK,1967,12232,2021-07-09,,
360,KCE,371,4025,2021-07-09,,
366,KEX,350,1121,2021-07-09,,
372,KKP,254,1795,2021-07-09,,
378,KTB,5902,23258,2021-07-09,,
384,KTC,521,47845,2021-07-09,,
390,LH,45,7661,2021-07-09,,
396,LPN,1527,9244,2021-07-09,,
402,M,121,2569,2021-07-09,,
408,MAJOR,1003,7262,2021-07-09,,
414,MBK,351,6578,2021-07-09,,
420,MEGA,23,470,2021-07-09,,
426,MINT,1757,6407,2021-07-09,,
432,MTC,533,4395,2021-07-09,,
438,OR,23,6654,2021-07-09,,
444,ORI,531,24502,2021-07-09,,
450,OSP,21,3927,2021-07-09,,
456,PLANB,24,18056,2021-07-09,,
462,PRM,2126,32613,2021-07-09,,
468,PSH,10,1482,2021-07-09,,
474,PSL,2695,12371,2021-07-09,,
480,PTG,1500,12497,2021-07-09,,
486,PTT,851,13263,2021-07-09,,
492,PTTEP,429,1053,2021-07-09,,
498,PTTGC,515,17734,2021-07-09,,
504,QH,1003,21960,2021-07-09,,
510,RATCH,98,3840,2021-07-09,,
516,RS,1013,92126,2021-07-09,,
522,S,51,37660,2021-07-09,,
528,SAMART,504,10249,2021-07-09,,
534,SAWAD,816,7272,2021-07-09,,
540,SCB,767,2220,2021-07-09,,
546,SCC,87,3220,2021-07-09,,
552,SCGP,1307,5875,2021-07-09,,
558,SGP,0,3055,2021-07-09,,
564,SIRI,65492,189545,2021-07-09,,
570,SPALI,200,573,2021-07-09,,
576,SPCG,702,8324,2021-07-09,,
582,SPRC,5,5575,2021-07-09,,
588,STA,1015,12026,2021-07-09,,
594,STEC,1072,16399,2021-07-09,,
600,STGT,101,6438,2021-07-09,,
606,STPI,0,15682,2021-07-09,,
612,SUPER,41027,296078,2021-07-09,,
618,TASCO,404,8719,2021-07-09,,
624,TCAP,2,1281,2021-07-09,,
630,THAI,0,18,2021-07-09,,
636,THANI,500,2552,2021-07-09,,
642,THCOM,1035,13129,2021-07-09,,
648,THG,0,100,2021-07-09,,
654,TISCO,142,985,2021-07-09,,
660,TKN,523,10019,2021-07-09,,
666,TOA,201,2173,2021-07-09,,
672,TOP,805,4732,2021-07-09,,
678,TPIPL,2533,28892,2021-07-09,,
684,TPIPP,0,5659,2021-07-09,,
690,TQM,20,953,2021-07-09,,
696,TRUE,8157,37915,2021-07-09,,
702,TTA,3269,25807,2021-07-09,,
708,TTB,57106,232339,2021-07-09,,
714,TTCL,0,3530,2021-07-09,,
720,TTW,300,4604,2021-07-09,,
726,TU,4241,4475,2021-07-09,,
732,TVO,0,756,2021-07-09,,
738,UNIQ,24,10633,2021-07-09,,
744,VGI,1003,20375,2021-07-09,,
750,VNG,33,2761,2021-07-09,,
756,VNT,353,1962,2021-07-09,,
762,WHA,7180,39479,2021-07-09,,
768,WHAUP,0,2779,2021-07-09,,
769,Single Stock,350298,2689927,2021-07-09,,
6,AAV,1613,15597,2021-07-12,,
12,ADVANC,229,7855,2021-07-12,,
18,AEONTS,11,643,2021-07-12,,
24,AMATA,298,11433,2021-07-12,,
30,AOT,218,2409,2021-07-12,,
36,AP,1004,17998,2021-07-12,,
42,AWC,2011,12152,2021-07-12,,
48,BA,524,4872,2021-07-12,,
54,BAM,306,7499,2021-07-12,,
60,BANPU,2552,40504,2021-07-12,,
66,BAY,0,1455,2021-07-12,,
72,BBL,106,9670,2021-07-12,,
78,BCH,7656,8191,2021-07-12,,
84,BCP,200,3959,2021-07-12,,
90,BCPG,427,8112,2021-07-12,,
96,BDMS,3849,8140,2021-07-12,,
102,BEAUTY,19,66114,2021-07-12,,
108,BEC,7520,29841,2021-07-12,,
114,BEM,1505,35919,2021-07-12,,
120,BGRIM,248,12628,2021-07-12,,
126,BH,19,963,2021-07-12,,
132,BJC,0,5055,2021-07-12,,
138,BLA,0,1668,2021-07-12,,
144,BLAND,229,261028,2021-07-12,,
150,BPP,100,5443,2021-07-12,,
156,BTS,404,60699,2021-07-12,,
162,CBG,2066,15437,2021-07-12,,
168,CENTEL,603,1743,2021-07-12,,
174,CHG,21355,42235,2021-07-12,,
180,CK,137,13130,2021-07-12,,
186,CKP,6562,14706,2021-07-12,,
192,COM7,1027,6006,2021-07-12,,
198,CPALL,216,5378,2021-07-12,,
204,CPF,2594,40363,2021-07-12,,
210,CPN,221,2022,2021-07-12,,
216,CRC,200,1052,2021-07-12,,
222,DELTA,53,542,2021-07-12,,
228,DTAC,177,6190,2021-07-12,,
234,EA,602,4635,2021-07-12,,
240,EASTW,0,10901,2021-07-12,,
246,EGCO,43,2164,2021-07-12,,
252,EPG,7534,14731,2021-07-12,,
258,ERW,750,6032,2021-07-12,,
264,ESSO,500,7085,2021-07-12,,
270,GFPT,0,11906,2021-07-12,,
276,GLOBAL,311,6489,2021-07-12,,
282,GPSC,241,5946,2021-07-12,,
288,GULF,204,4458,2021-07-12,,
294,GUNKUL,2124,147901,2021-07-12,,
300,HANA,1102,2098,2021-07-12,,
306,HMPRO,306,5891,2021-07-12,,
312,ICHI,2105,15077,2021-07-12,,
318,INTUCH,0,354,2021-07-12,,
324,IRPC,8388,90779,2021-07-12,,
330,ITD,1046,32968,2021-07-12,,
336,IVL,439,7720,2021-07-12,,
342,JAS,582,57280,2021-07-12,,
348,JMT,1807,3125,2021-07-12,,
354,KBANK,591,12296,2021-07-12,,
360,KCE,1974,4271,2021-07-12,,
366,KEX,2,1123,2021-07-12,,
372,KKP,20,1775,2021-07-12,,
378,KTB,1064,22279,2021-07-12,,
384,KTC,129,47754,2021-07-12,,
390,LH,1000,8661,2021-07-12,,
396,LPN,1,9244,2021-07-12,,
402,M,1,2570,2021-07-12,,
408,MAJOR,109,7365,2021-07-12,,
414,MBK,0,6578,2021-07-12,,
420,MEGA,0,470,2021-07-12,,
426,MINT,1512,5817,2021-07-12,,
432,MTC,400,4475,2021-07-12,,
438,OR,0,6654,2021-07-12,,
444,ORI,1068,23535,2021-07-12,,
450,OSP,0,3927,2021-07-12,,
456,PLANB,0,18056,2021-07-12,,
462,PRM,1007,33620,2021-07-12,,
468,PSH,23,1505,2021-07-12,,
474,PSL,574,12888,2021-07-12,,
480,PTG,1570,11267,2021-07-12,,
486,PTT,553,13288,2021-07-12,,
492,PTTEP,279,1163,2021-07-12,,
498,PTTGC,3905,19284,2021-07-12,,
504,QH,500,22460,2021-07-12,,
510,RATCH,73,3767,2021-07-12,,
516,RS,3384,88750,2021-07-12,,
522,S,0,37660,2021-07-12,,
528,SAMART,3,10249,2021-07-12,,
534,SAWAD,182,7374,2021-07-12,,
540,SCB,246,2146,2021-07-12,,
546,SCC,106,3318,2021-07-12,,
552,SCGP,574,6049,2021-07-12,,
558,SGP,500,2555,2021-07-12,,
564,SIRI,2061,189593,2021-07-12,,
570,SPALI,100,673,2021-07-12,,
576,SPCG,11,8335,2021-07-12,,
582,SPRC,2,5577,2021-07-12,,
588,STA,1650,11845,2021-07-12,,
594,STEC,132,16401,2021-07-12,,
600,STGT,439,6032,2021-07-12,,
606,STPI,2519,17201,2021-07-12,,
612,SUPER,1012,295079,2021-07-12,,
618,TASCO,302,8819,2021-07-12,,
624,TCAP,100,1381,2021-07-12,,
630,THAI,0,18,2021-07-12,,
636,THANI,1601,4152,2021-07-12,,
642,THCOM,5,13129,2021-07-12,,
648,THG,200,100,2021-07-12,,
654,TISCO,112,1055,2021-07-12,,
660,TKN,7,10022,2021-07-12,,
666,TOA,202,2173,2021-07-12,,
672,TOP,449,4514,2021-07-12,,
678,TPIPL,1000,27892,2021-07-12,,
684,TPIPP,0,5659,2021-07-12,,
690,TQM,0,953,2021-07-12,,
696,TRUE,533,38435,2021-07-12,,
702,TTA,788,25145,2021-07-12,,
708,TTB,7013,237687,2021-07-12,,
714,TTCL,0,3530,2021-07-12,,
720,TTW,0,4604,2021-07-12,,
726,TU,650,4443,2021-07-12,,
732,TVO,0,756,2021-07-12,,
738,UNIQ,0,10633,2021-07-12,,
744,VGI,1060,20315,2021-07-12,,
750,VNG,18,2752,2021-07-12,,
756,VNT,246,2208,2021-07-12,,
762,WHA,1045,38506,2021-07-12,,
768,WHAUP,0,2779,2021-07-12,,
769,Single Stock,138950,2712780,2021-07-12,,
6,AAV,628,15112,2021-07-13,,
12,ADVANC,217,7982,2021-07-13,,
18,AEONTS,2,641,2021-07-13,,
24,AMATA,1046,11707,2021-07-13,,
30,AOT,370,2331,2021-07-13,,
36,AP,1838,16162,2021-07-13,,
42,AWC,1031,11162,2021-07-13,,
48,BA,511,5362,2021-07-13,,
54,BAM,503,7596,2021-07-13,,
60,BANPU,2837,38989,2021-07-13,,
66,BAY,2,1456,2021-07-13,,
72,BBL,219,9545,2021-07-13,,
78,BCH,1880,8297,2021-07-13,,
84,BCP,201,4059,2021-07-13,,
90,BCPG,1415,7525,2021-07-13,,
96,BDMS,1355,7948,2021-07-13,,
102,BEAUTY,501,66615,2021-07-13,,
108,BEC,3046,26805,2021-07-13,,
114,BEM,550,35388,2021-07-13,,
120,BGRIM,591,12504,2021-07-13,,
126,BH,20,970,2021-07-13,,
132,BJC,141,5161,2021-07-13,,
138,BLA,0,1668,2021-07-13,,
144,BLAND,560,260581,2021-07-13,,
150,BPP,210,5450,2021-07-13,,
156,BTS,556,61028,2021-07-13,,
162,CBG,1218,15844,2021-07-13,,
168,CENTEL,202,1945,2021-07-13,,
174,CHG,8257,40470,2021-07-13,,
180,CK,506,13236,2021-07-13,,
186,CKP,4750,15207,2021-07-13,,
192,COM7,324,5808,2021-07-13,,
198,CPALL,214,5422,2021-07-13,,
204,CPF,1312,39206,2021-07-13,,
210,CPN,1214,2164,2021-07-13,,
216,CRC,0,1052,2021-07-13,,
222,DELTA,37,548,2021-07-13,,
228,DTAC,388,6328,2021-07-13,,
234,EA,448,4443,2021-07-13,,
240,EASTW,0,10901,2021-07-13,,
246,EGCO,190,2188,2021-07-13,,
252,EPG,3500,15731,2021-07-13,,
258,ERW,500,6532,2021-07-13,,
264,ESSO,4,7087,2021-07-13,,
270,GFPT,104,12010,2021-07-13,,
276,GLOBAL,1200,6689,2021-07-13,,
282,GPSC,757,6158,2021-07-13,,
288,GULF,307,4356,2021-07-13,,
294,GUNKUL,18941,143730,2021-07-13,,
300,HANA,284,2087,2021-07-13,,
306,HMPRO,1,5892,2021-07-13,,
312,ICHI,23,15081,2021-07-13,,
318,INTUCH,0,354,2021-07-13,,
324,IRPC,8334,87611,2021-07-13,,
330,ITD,1419,32716,2021-07-13,,
336,IVL,840,7419,2021-07-13,,
342,JAS,2111,58352,2021-07-13,,
348,JMT,739,3033,2021-07-13,,
354,KBANK,433,12199,2021-07-13,,
360,KCE,920,4313,2021-07-13,,
366,KEX,110,1227,2021-07-13,,
372,KKP,40,1735,2021-07-13,,
378,KTB,536,21990,2021-07-13,,
384,KTC,16,47750,2021-07-13,,
390,LH,513,8161,2021-07-13,,
396,LPN,3,9246,2021-07-13,,
402,M,1,2571,2021-07-13,,
408,MAJOR,102,7465,2021-07-13,,
414,MBK,100,6478,2021-07-13,,
420,MEGA,204,369,2021-07-13,,
426,MINT,109,5919,2021-07-13,,
432,MTC,520,4364,2021-07-13,,
438,OR,101,6555,2021-07-13,,
444,ORI,507,23036,2021-07-13,,
450,OSP,1,3927,2021-07-13,,
456,PLANB,0,18056,2021-07-13,,
462,PRM,1502,32121,2021-07-13,,
468,PSH,8,1509,2021-07-13,,
474,PSL,1239,12946,2021-07-13,,
480,PTG,1905,12538,2021-07-13,,
486,PTT,645,13200,2021-07-13,,
492,PTTEP,325,1148,2021-07-13,,
498,PTTGC,4370,17885,2021-07-13,,
504,QH,1001,22459,2021-07-13,,
510,RATCH,196,3874,2021-07-13,,
516,RS,2858,86948,2021-07-13,,
522,S,50,37710,2021-07-13,,
528,SAMART,1,10249,2021-07-13,,
534,SAWAD,287,7348,2021-07-13,,
540,SCB,212,2229,2021-07-13,,
546,SCC,368,3081,2021-07-13,,
552,SCGP,512,6251,2021-07-13,,
558,SGP,0,2555,2021-07-13,,
564,SIRI,39002,161063,2021-07-13,,
570,SPALI,220,793,2021-07-13,,
576,SPCG,4,8339,2021-07-13,,
582,SPRC,1502,7079,2021-07-13,,
588,STA,1259,12650,2021-07-13,,
594,STEC,607,16302,2021-07-13,,
600,STGT,218,6240,2021-07-13,,
606,STPI,0,17201,2021-07-13,,
612,SUPER,1019,296096,2021-07-13,,
618,TASCO,113,8719,2021-07-13,,
624,TCAP,100,1481,2021-07-13,,
630,THAI,0,18,2021-07-13,,
636,THANI,1000,4152,2021-07-13,,
642,THCOM,109,13229,2021-07-13,,
648,THG,100,0,2021-07-13,,
654,TISCO,65,1015,2021-07-13,,
660,TKN,7,10022,2021-07-13,,
666,TOA,301,1873,2021-07-13,,
672,TOP,285,4768,2021-07-13,,
678,TPIPL,1,27892,2021-07-13,,
684,TPIPP,500,6159,2021-07-13,,
690,TQM,0,953,2021-07-13,,
696,TRUE,2599,40953,2021-07-13,,
702,TTA,2194,27182,2021-07-13,,
708,TTB,10969,242862,2021-07-13,,
714,TTCL,0,3530,2021-07-13,,
720,TTW,0,4604,2021-07-13,,
726,TU,820,4255,2021-07-13,,
732,TVO,0,756,2021-07-13,,
738,UNIQ,0,10633,2021-07-13,,
744,VGI,7,20312,2021-07-13,,
750,VNG,1,2752,2021-07-13,,
756,VNT,100,2308,2021-07-13,,
762,WHA,2535,38002,2021-07-13,,
768,WHAUP,0,2779,2021-07-13,,
769,Single Stock,163686,2678028,2021-07-13,,
6,AAV,65,15062,2021-07-14,,
12,ADVANC,120,8022,2021-07-14,,
18,AEONTS,24,663,2021-07-14,,
24,AMATA,711,11809,2021-07-14,,
30,AOT,96,2382,2021-07-14,,
36,AP,0,16162,2021-07-14,,
42,AWC,0,11162,2021-07-14,,
48,BA,10,5362,2021-07-14,,
54,BAM,100,7696,2021-07-14,,
60,BANPU,1089,39957,2021-07-14,,
66,BAY,0,1456,2021-07-14,,
72,BBL,142,9631,2021-07-14,,
78,BCH,1838,8208,2021-07-14,,
84,BCP,401,3859,2021-07-14,,
90,BCPG,634,7150,2021-07-14,,
96,BDMS,1458,8601,2021-07-14,,
102,BEAUTY,12,66622,2021-07-14,,
108,BEC,530,26302,2021-07-14,,
114,BEM,526,35383,2021-07-14,,
120,BGRIM,544,12629,2021-07-14,,
126,BH,22,991,2021-07-14,,
132,BJC,352,5073,2021-07-14,,
138,BLA,100,1568,2021-07-14,,
144,BLAND,1011,259590,2021-07-14,,
150,BPP,104,5553,2021-07-14,,
156,BTS,363,61082,2021-07-14,,
162,CBG,1575,15655,2021-07-14,,
168,CENTEL,102,1845,2021-07-14,,
174,CHG,7450,37461,2021-07-14,,
180,CK,246,13257,2021-07-14,,
186,CKP,5353,13372,2021-07-14,,
192,COM7,288,5849,2021-07-14,,
198,CPALL,165,5464,2021-07-14,,
204,CPF,308,38933,2021-07-14,,
210,CPN,1660,2073,2021-07-14,,
216,CRC,4,1052,2021-07-14,,
222,DELTA,107,475,2021-07-14,,
228,DTAC,114,6239,2021-07-14,,
234,EA,747,4757,2021-07-14,,
240,EASTW,0,10901,2021-07-14,,
246,EGCO,473,2242,2021-07-14,,
252,EPG,11,15742,2021-07-14,,
258,ERW,0,6532,2021-07-14,,
264,ESSO,1,7088,2021-07-14,,
270,GFPT,0,12010,2021-07-14,,
276,GLOBAL,1200,7189,2021-07-14,,
282,GPSC,3840,6034,2021-07-14,,
288,GULF,101,4255,2021-07-14,,
294,GUNKUL,35616,161385,2021-07-14,,
300,HANA,477,2107,2021-07-14,,
306,HMPRO,200,6092,2021-07-14,,
312,ICHI,31,15088,2021-07-14,,
318,INTUCH,25,329,2021-07-14,,
324,IRPC,2105,86663,2021-07-14,,
330,ITD,53,32723,2021-07-14,,
336,IVL,507,7621,2021-07-14,,
342,JAS,1516,57853,2021-07-14,,
348,JMT,2544,1919,2021-07-14,,
354,KBANK,2947,13961,2021-07-14,,
360,KCE,620,4269,2021-07-14,,
366,KEX,200,1027,2021-07-14,,
372,KKP,120,1775,2021-07-14,,
378,KTB,51,21988,2021-07-14,,
384,KTC,333,47831,2021-07-14,,
390,LH,520,8641,2021-07-14,,
396,LPN,1,9246,2021-07-14,,
402,M,33,2562,2021-07-14,,
408,MAJOR,0,7465,2021-07-14,,
414,MBK,0,6478,2021-07-14,,
420,MEGA,0,369,2021-07-14,,
426,MINT,316,6015,2021-07-14,,
432,MTC,1183,3907,2021-07-14,,
438,OR,200,6755,2021-07-14,,
444,ORI,1,23036,2021-07-14,,
450,OSP,104,3929,2021-07-14,,
456,PLANB,2,18057,2021-07-14,,
462,PRM,2,32123,2021-07-14,,
468,PSH,5,1514,2021-07-14,,
474,PSL,1130,14005,2021-07-14,,
480,PTG,769,13290,2021-07-14,,
486,PTT,522,13209,2021-07-14,,
492,PTTEP,424,1334,2021-07-14,,
498,PTTGC,7419,15138,2021-07-14,,
504,QH,508,22967,2021-07-14,,
510,RATCH,81,3834,2021-07-14,,
516,RS,806,87249,2021-07-14,,
522,S,0,37710,2021-07-14,,
528,SAMART,11,10244,2021-07-14,,
534,SAWAD,552,7473,2021-07-14,,
540,SCB,621,2713,2021-07-14,,
546,SCC,390,3220,2021-07-14,,
552,SCGP,2512,8252,2021-07-14,,
558,SGP,0,2555,2021-07-14,,
564,SIRI,7643,153554,2021-07-14,,
570,SPALI,401,494,2021-07-14,,
576,SPCG,0,8339,2021-07-14,,
582,SPRC,1000,7079,2021-07-14,,
588,STA,726,11971,2021-07-14,,
594,STEC,335,16323,2021-07-14,,
600,STGT,239,6279,2021-07-14,,
606,STPI,0,17201,2021-07-14,,
612,SUPER,15,296099,2021-07-14,,
618,TASCO,0,8719,2021-07-14,,
624,TCAP,1,1482,2021-07-14,,
630,THAI,0,18,2021-07-14,,
636,THANI,1000,4152,2021-07-14,,
642,THCOM,1140,14195,2021-07-14,,
648,THG,0,0,2021-07-14,,
654,TISCO,97,1005,2021-07-14,,
660,TKN,0,10022,2021-07-14,,
666,TOA,506,2171,2021-07-14,,
672,TOP,396,4952,2021-07-14,,
678,TPIPL,0,27892,2021-07-14,,
684,TPIPP,0,6159,2021-07-14,,
690,TQM,271,804,2021-07-14,,
696,TRUE,10,40959,2021-07-14,,
702,TTA,1705,26641,2021-07-14,,
708,TTB,4360,246203,2021-07-14,,
714,TTCL,0,3530,2021-07-14,,
720,TTW,0,4604,2021-07-14,,
726,TU,1604,5156,2021-07-14,,
732,TVO,0,756,2021-07-14,,
738,UNIQ,10,10643,2021-07-14,,
744,VGI,12,20322,2021-07-14,,
750,VNG,67,2797,2021-07-14,,
756,VNT,0,2308,2021-07-14,,
762,WHA,1533,37995,2021-07-14,,
768,WHAUP,0,2779,2021-07-14,,
769,Single Stock,122525,2689924,2021-07-14,,
6,AAV,716,14554,2021-07-15,,
12,ADVANC,839,7783,2021-07-15,,
18,AEONTS,63,644,2021-07-15,,
24,AMATA,1394,11255,2021-07-15,,
30,AOT,645,2930,2021-07-15,,
36,AP,4000,14162,2021-07-15,,
42,AWC,7,11167,2021-07-15,,
48,BA,516,4861,2021-07-15,,
54,BAM,311,7786,2021-07-15,,
60,BANPU,1778,40348,2021-07-15,,
66,BAY,2,1458,2021-07-15,,
72,BBL,44,9613,2021-07-15,,
78,BCH,2659,9619,2021-07-15,,
84,BCP,3,3861,2021-07-15,,
90,BCPG,1726,7471,2021-07-15,,
96,BDMS,1483,9241,2021-07-15,,
102,BEAUTY,1042,67662,2021-07-15,,
108,BEC,1384,25480,2021-07-15,,
114,BEM,0,35383,2021-07-15,,
120,BGRIM,135,12738,2021-07-15,,
126,BH,26,1010,2021-07-15,,
132,BJC,105,5177,2021-07-15,,
138,BLA,100,1668,2021-07-15,,
144,BLAND,2,259592,2021-07-15,,
150,BPP,501,5854,2021-07-15,,
156,BTS,613,61677,2021-07-15,,
162,CBG,971,16148,2021-07-15,,
168,CENTEL,0,1845,2021-07-15,,
174,CHG,4286,37377,2021-07-15,,
180,CK,342,13562,2021-07-15,,
186,CKP,3268,12218,2021-07-15,,
192,COM7,570,6167,2021-07-15,,
198,CPALL,410,5320,2021-07-15,,
204,CPF,829,38237,2021-07-15,,
210,CPN,2208,2178,2021-07-15,,
216,CRC,0,1052,2021-07-15,,
222,DELTA,370,630,2021-07-15,,
228,DTAC,409,6648,2021-07-15,,
234,EA,825,4665,2021-07-15,,
240,EASTW,0,10901,2021-07-15,,
246,EGCO,199,2320,2021-07-15,,
252,EPG,4015,15754,2021-07-15,,
258,ERW,1,6533,2021-07-15,,
264,ESSO,1,7089,2021-07-15,,
270,GFPT,0,12010,2021-07-15,,
276,GLOBAL,1040,7013,2021-07-15,,
282,GPSC,2748,5023,2021-07-15,,
288,GULF,103,4356,2021-07-15,,
294,GUNKUL,6937,160813,2021-07-15,,
300,HANA,126,2023,2021-07-15,,
306,HMPRO,705,6792,2021-07-15,,
312,ICHI,555,15582,2021-07-15,,
318,INTUCH,1,329,2021-07-15,,
324,IRPC,1090,87692,2021-07-15,,
330,ITD,2344,34314,2021-07-15,,
336,IVL,510,7423,2021-07-15,,
342,JAS,32,57857,2021-07-15,,
348,JMT,1033,2635,2021-07-15,,
354,KBANK,1586,12867,2021-07-15,,
360,KCE,253,4262,2021-07-15,,
366,KEX,109,1128,2021-07-15,,
372,KKP,95,1826,2021-07-15,,
378,KTB,1581,22975,2021-07-15,,
384,KTC,108,47732,2021-07-15,,
390,LH,3,8642,2021-07-15,,
396,LPN,511,9747,2021-07-15,,
402,M,51,2563,2021-07-15,,
408,MAJOR,105,7565,2021-07-15,,
414,MBK,700,6178,2021-07-15,,
420,MEGA,0,369,2021-07-15,,
426,MINT,300,6115,2021-07-15,,
432,MTC,1304,3791,2021-07-15,,
438,OR,101,6756,2021-07-15,,
444,ORI,1521,22535,2021-07-15,,
450,OSP,117,3827,2021-07-15,,
456,PLANB,1,18058,2021-07-15,,
462,PRM,2,32124,2021-07-15,,
468,PSH,19,1532,2021-07-15,,
474,PSL,4481,14169,2021-07-15,,
480,PTG,2500,13616,2021-07-15,,
486,PTT,459,13352,2021-07-15,,
492,PTTEP,408,1326,2021-07-15,,
498,PTTGC,2812,14083,2021-07-15,,
504,QH,0,22967,2021-07-15,,
510,RATCH,140,3774,2021-07-15,,
516,RS,494,87737,2021-07-15,,
522,S,0,37710,2021-07-15,,
528,SAMART,11,10243,2021-07-15,,
