index,Series,Vol,OI,TrdDate,Avg5,Avg10
318,IVL,3127,10801,2020-12-04,,
324,JAS,1213,26261,2020-12-04,,
330,JMT,402,4200,2020-12-04,,
336,KBANK,981,6821,2020-12-04,,
342,KCE,239,2090,2020-12-04,,
348,KKP,763,3537,2020-12-04,,
354,KTB,1099,15380,2020-12-04,,
360,KTC,764,45678,2020-12-04,,
366,LH,404,5999,2020-12-04,,
372,LPN,1635,18735,2020-12-04,,
378,M,20,110,2020-12-04,,
384,MAJOR,505,1677,2020-12-04,,
390,MBK,400,5270,2020-12-04,,
396,MEGA,204,408,2020-12-04,,
402,MINT,5796,31261,2020-12-04,,
408,MTC,355,2552,2020-12-04,,
414,ORI,2140,9352,2020-12-04,,
420,OSP,11,5851,2020-12-04,,
426,PLANB,1030,8636,2020-12-04,,
432,PRM,5,23801,2020-12-04,,
438,PSH,113,510,2020-12-04,,
444,PSL,5,12385,2020-12-04,,
450,PTG,1030,8620,2020-12-04,,
456,PTT,4784,44025,2020-12-04,,
462,PTTEP,963,2013,2020-12-04,,
468,PTTGC,703,4496,2020-12-04,,
474,QH,0,15882,2020-12-04,,
480,RATCH,337,949,2020-12-04,,
483,ROBINS,360,145,2020-12-04,,
489,RS,5202,66497,2020-12-04,,
495,S,500,13005,2020-12-04,,
501,SAMART,5,7718,2020-12-04,,
507,SAWAD,828,5301,2020-12-04,,
513,SCB,380,6647,2020-12-04,,
519,SCC,213,1140,2020-12-04,,
525,SGP,70,2070,2020-12-04,,
531,SIRI,11462,34515,2020-12-04,,
537,SPALI,202,947,2020-12-04,,
543,SPCG,100,6957,2020-12-04,,
549,SPRC,515,7152,2020-12-04,,
555,STA,920,6731,2020-12-04,,
561,STEC,1353,6441,2020-12-04,,
567,STPI,502,7688,2020-12-04,,
573,SUPER,10066,193345,2020-12-04,,
579,TASCO,109,9306,2020-12-04,,
585,TCAP,228,3311,2020-12-04,,
591,THAI,4,669,2020-12-04,,
597,THANI,1000,18000,2020-12-04,,
603,THCOM,2044,8857,2020-12-04,,
609,THG,0,0,2020-12-04,,
615,TISCO,628,1027,2020-12-04,,
621,TKN,3519,58488,2020-12-04,,
627,TMB,64849,137571,2020-12-04,,
633,TOA,100,1800,2020-12-04,,
639,TOP,373,2596,2020-12-04,,
645,TPIPL,501,2129,2020-12-04,,
651,TPIPP,1,11682,2020-12-04,,
657,TQM,0,574,2020-12-04,,
663,TRUE,2472,51667,2020-12-04,,
669,TTA,137,4366,2020-12-04,,
675,TTCL,1015,7759,2020-12-04,,
681,TTW,2,2508,2020-12-04,,
687,TU,371,6812,2020-12-04,,
693,TVO,2,332,2020-12-04,,
699,UNIQ,1,2234,2020-12-04,,
705,VGI,6017,43743,2020-12-04,,
711,VNG,20,44,2020-12-04,,
717,VNT,1173,2136,2020-12-04,,
723,WHA,12687,76194,2020-12-04,,
729,WHAUP,35,4480,2020-12-04,,
730,Single Stock,300966,1863582,2020-12-04,,
6,AAV,2270,14527,2020-12-08,,
12,ADVANC,2284,5911,2020-12-08,,
18,AEONTS,102,873,2020-12-08,,
24,AMATA,425,3521,2020-12-08,,
30,AOT,1698,5944,2020-12-08,,
36,AP,25,943,2020-12-08,,
42,BA,562,3192,2020-12-08,,
48,BANPU,8371,23626,2020-12-08,,
54,BAY,108,397,2020-12-08,,
60,BBL,509,2175,2020-12-08,,
66,BCH,758,7373,2020-12-08,,
72,BCP,655,2203,2020-12-08,,
78,BCPG,707,7255,2020-12-08,,
84,BDMS,2499,12909,2020-12-08,,
90,BEAUTY,4392,10811,2020-12-08,,
96,BEC,6474,32110,2020-12-08,,
102,BEM,3107,16746,2020-12-08,,
108,BGRIM,1623,5137,2020-12-08,,
114,BH,326,1306,2020-12-08,,
120,BJC,1065,3440,2020-12-08,,
126,BLA,105,1596,2020-12-08,,
132,BLAND,21591,236288,2020-12-08,,
138,BPP,460,3218,2020-12-08,,
144,BTS,4951,60306,2020-12-08,,
150,CBG,3638,19123,2020-12-08,,
156,CENTEL,1577,2340,2020-12-08,,
162,CHG,500,16935,2020-12-08,,
168,CK,510,3801,2020-12-08,,
174,CKP,1649,8644,2020-12-08,,
180,COM7,3,6719,2020-12-08,,
186,CPALL,2663,8304,2020-12-08,,
192,CPF,6239,38295,2020-12-08,,
198,CPN,623,1547,2020-12-08,,
204,DELTA,1025,1086,2020-12-08,,
210,DTAC,756,3788,2020-12-08,,
216,EA,2089,6732,2020-12-08,,
222,EASTW,1200,2700,2020-12-08,,
228,EGCO,480,2576,2020-12-08,,
234,EPG,2010,3125,2020-12-08,,
240,ERW,2557,3921,2020-12-08,,
246,ESSO,4027,9321,2020-12-08,,
252,GFPT,103,4271,2020-12-08,,
258,GLOBAL,1585,9071,2020-12-08,,
264,GPSC,2163,6970,2020-12-08,,
270,GULF,1186,26501,2020-12-08,,
276,GUNKUL,2653,41503,2020-12-08,,
282,HANA,433,676,2020-12-08,,
288,HMPRO,1071,2881,2020-12-08,,
294,ICHI,18560,18244,2020-12-08,,
300,INTUCH,362,2407,2020-12-08,,
306,IRPC,39070,26430,2020-12-08,,
312,ITD,3312,7916,2020-12-08,,
318,IVL,5732,11441,2020-12-08,,
324,JAS,7540,32764,2020-12-08,,
330,JMT,300,4100,2020-12-08,,
336,KBANK,4250,7441,2020-12-08,,
342,KCE,4206,4336,2020-12-08,,
348,KKP,1521,3934,2020-12-08,,
354,KTB,5271,16765,2020-12-08,,
360,KTC,745,45529,2020-12-08,,
366,LH,1752,5522,2020-12-08,,
372,LPN,1538,18271,2020-12-08,,
378,M,30,140,2020-12-08,,
384,MAJOR,750,1627,2020-12-08,,
390,MBK,1907,6577,2020-12-08,,
396,MEGA,0,408,2020-12-08,,
402,MINT,3405,31040,2020-12-08,,
408,MTC,574,2548,2020-12-08,,
414,ORI,1003,10349,2020-12-08,,
420,OSP,3518,5585,2020-12-08,,
426,PLANB,519,8144,2020-12-08,,
432,PRM,560,23280,2020-12-08,,
438,PSH,46,512,2020-12-08,,
444,PSL,552,12860,2020-12-08,,
450,PTG,620,8615,2020-12-08,,
456,PTT,2849,45061,2020-12-08,,
462,PTTEP,1123,1619,2020-12-08,,
468,PTTGC,1532,4578,2020-12-08,,
474,QH,1301,17182,2020-12-08,,
480,RATCH,709,1364,2020-12-08,,
483,ROBINS,0,145,2020-12-08,,
489,RS,6011,72497,2020-12-08,,
495,S,808,13813,2020-12-08,,
501,SAMART,62,7749,2020-12-08,,
507,SAWAD,651,5556,2020-12-08,,
513,SCB,1130,6917,2020-12-08,,
519,SCC,498,941,2020-12-08,,
525,SGP,50,2020,2020-12-08,,
531,SIRI,29461,34394,2020-12-08,,
537,SPALI,311,1239,2020-12-08,,
543,SPCG,1300,7857,2020-12-08,,
549,SPRC,1232,7169,2020-12-08,,
555,STA,234,6713,2020-12-08,,
561,STEC,1598,6473,2020-12-08,,
567,STPI,525,7191,2020-12-08,,
573,SUPER,116867,206791,2020-12-08,,
579,TASCO,977,8955,2020-12-08,,
585,TCAP,1119,3468,2020-12-08,,
591,THAI,31,700,2020-12-08,,
597,THANI,0,18000,2020-12-08,,
603,THCOM,707,9545,2020-12-08,,
609,THG,0,0,2020-12-08,,
615,TISCO,372,803,2020-12-08,,
621,TKN,4521,60495,2020-12-08,,
627,TMB,100856,90008,2020-12-08,,
633,TOA,301,2101,2020-12-08,,
639,TOP,759,2836,2020-12-08,,
645,TPIPL,527,2609,2020-12-08,,
651,TPIPP,4501,13683,2020-12-08,,
657,TQM,20,554,2020-12-08,,
663,TRUE,2915,51500,2020-12-08,,
669,TTA,314,4414,2020-12-08,,
675,TTCL,26,7761,2020-12-08,,
681,TTW,0,2508,2020-12-08,,
687,TU,1487,7663,2020-12-08,,
693,TVO,12,344,2020-12-08,,
699,UNIQ,100,2134,2020-12-08,,
705,VGI,17955,50094,2020-12-08,,
711,VNG,4,48,2020-12-08,,
717,VNT,847,1719,2020-12-08,,
723,WHA,11303,87371,2020-12-08,,
729,WHAUP,1601,5081,2020-12-08,,
730,Single Stock,532957,1901085,2020-12-08,,
6,AAV,5259,13358,2020-12-09,,
12,ADVANC,3056,5716,2020-12-09,,
18,AEONTS,80,833,2020-12-09,,
24,AMATA,222,3309,2020-12-09,,
30,AOT,1435,5888,2020-12-09,,
36,AP,6,949,2020-12-09,,
42,BA,10,3196,2020-12-09,,
48,BANPU,11559,20389,2020-12-09,,
54,BAY,200,397,2020-12-09,,
60,BBL,1354,2016,2020-12-09,,
66,BCH,189,7546,2020-12-09,,
72,BCP,1845,1453,2020-12-09,,
78,BCPG,367,7364,2020-12-09,,
84,BDMS,2533,14314,2020-12-09,,
90,BEAUTY,7115,5047,2020-12-09,,
96,BEC,548,31620,2020-12-09,,
102,BEM,8271,20807,2020-12-09,,
108,BGRIM,1753,5924,2020-12-09,,
114,BH,92,1282,2020-12-09,,
120,BJC,1972,2562,2020-12-09,,
126,BLA,519,1103,2020-12-09,,
132,BLAND,10362,235401,2020-12-09,,
138,BPP,222,3196,2020-12-09,,
144,BTS,7087,59945,2020-12-09,,
150,CBG,2549,19276,2020-12-09,,
156,CENTEL,2498,1969,2020-12-09,,
162,CHG,3675,16595,2020-12-09,,
168,CK,524,4089,2020-12-09,,
174,CKP,851,8317,2020-12-09,,
180,COM7,1200,7819,2020-12-09,,
186,CPALL,2185,8572,2020-12-09,,
192,CPF,5386,41767,2020-12-09,,
198,CPN,1675,1659,2020-12-09,,
204,DELTA,1455,1192,2020-12-09,,
210,DTAC,1446,3609,2020-12-09,,
216,EA,3880,7513,2020-12-09,,
222,EASTW,1400,4100,2020-12-09,,
228,EGCO,619,2504,2020-12-09,,
234,EPG,0,3125,2020-12-09,,
240,ERW,2525,5429,2020-12-09,,
246,ESSO,10436,12495,2020-12-09,,
252,GFPT,519,4558,2020-12-09,,
258,GLOBAL,1213,8972,2020-12-09,,
264,GPSC,2042,6660,2020-12-09,,
270,GULF,6600,27350,2020-12-09,,
276,GUNKUL,3119,42527,2020-12-09,,
282,HANA,284,930,2020-12-09,,
288,HMPRO,726,2963,2020-12-09,,
294,ICHI,11049,18215,2020-12-09,,
300,INTUCH,454,2576,2020-12-09,,
306,IRPC,41454,38411,2020-12-09,,
312,ITD,3819,9275,2020-12-09,,
318,IVL,4792,12552,2020-12-09,,
324,JAS,1110,33657,2020-12-09,,
330,JMT,22,4106,2020-12-09,,
336,KBANK,5474,7075,2020-12-09,,
342,KCE,3490,4402,2020-12-09,,
348,KKP,1761,4276,2020-12-09,,
354,KTB,5549,17021,2020-12-09,,
360,KTC,2743,46545,2020-12-09,,
366,LH,1431,5827,2020-12-09,,
372,LPN,1546,17262,2020-12-09,,
378,M,24,164,2020-12-09,,
384,MAJOR,303,1627,2020-12-09,,
390,MBK,607,6782,2020-12-09,,
396,MEGA,10,418,2020-12-09,,
402,MINT,3233,31702,2020-12-09,,
408,MTC,907,2337,2020-12-09,,
414,ORI,6526,9864,2020-12-09,,
420,OSP,4159,7068,2020-12-09,,
426,PLANB,1027,8152,2020-12-09,,
432,PRM,2554,23749,2020-12-09,,
438,PSH,71,494,2020-12-09,,
444,PSL,6596,13360,2020-12-09,,
450,PTG,1153,8814,2020-12-09,,
456,PTT,2171,46076,2020-12-09,,
462,PTTEP,951,1882,2020-12-09,,
468,PTTGC,1078,4061,2020-12-09,,
474,QH,4618,17835,2020-12-09,,
480,RATCH,165,1505,2020-12-09,,
483,ROBINS,0,145,2020-12-09,,
489,RS,617,72709,2020-12-09,,
495,S,1300,12513,2020-12-09,,
501,SAMART,69,7804,2020-12-09,,
507,SAWAD,567,5909,2020-12-09,,
513,SCB,1039,6799,2020-12-09,,
519,SCC,467,1000,2020-12-09,,
525,SGP,500,2520,2020-12-09,,
531,SIRI,8987,35482,2020-12-09,,
537,SPALI,101,1139,2020-12-09,,
543,SPCG,912,7945,2020-12-09,,
549,SPRC,2132,7053,2020-12-09,,
555,STA,1311,7485,2020-12-09,,
561,STEC,1510,6643,2020-12-09,,
567,STPI,10,7191,2020-12-09,,
573,SUPER,84048,260735,2020-12-09,,
579,TASCO,3130,10348,2020-12-09,,
585,TCAP,947,3672,2020-12-09,,
591,THAI,14,687,2020-12-09,,
597,THANI,1000,17000,2020-12-09,,
603,THCOM,3543,9068,2020-12-09,,
609,THG,0,0,2020-12-09,,
615,TISCO,109,803,2020-12-09,,
621,TKN,3078,63504,2020-12-09,,
627,TMB,34009,82336,2020-12-09,,
633,TOA,1800,3101,2020-12-09,,
639,TOP,1497,1963,2020-12-09,,
645,TPIPL,504,2111,2020-12-09,,
651,TPIPP,3001,12183,2020-12-09,,
657,TQM,40,554,2020-12-09,,
663,TRUE,7627,50704,2020-12-09,,
669,TTA,678,3894,2020-12-09,,
675,TTCL,0,7761,2020-12-09,,
681,TTW,0,2508,2020-12-09,,
687,TU,933,7909,2020-12-09,,
693,TVO,15,339,2020-12-09,,
699,UNIQ,100,2234,2020-12-09,,
705,VGI,11256,50104,2020-12-09,,
711,VNG,0,48,2020-12-09,,
717,VNT,650,1469,2020-12-09,,
723,WHA,11138,89273,2020-12-09,,
729,WHAUP,12,5069,2020-12-09,,
730,Single Stock,432361,1976409,2020-12-09,,
6,AAV,9130,6666,2020-12-14,,
12,ADVANC,1739,5398,2020-12-14,,
18,AEONTS,24,813,2020-12-14,,
24,AMATA,2317,1818,2020-12-14,,
30,AOT,1443,5512,2020-12-14,,
36,AP,282,705,2020-12-14,,
42,BA,1028,3168,2020-12-14,,
48,BANPU,2352,19488,2020-12-14,,
54,BAY,1,396,2020-12-14,,
60,BBL,316,2140,2020-12-14,,
66,BCH,146,7692,2020-12-14,,
72,BCP,233,1483,2020-12-14,,
78,BCPG,703,7061,2020-12-14,,
84,BDMS,1370,14047,2020-12-14,,
90,BEAUTY,3423,6192,2020-12-14,,
96,BEC,2277,30680,2020-12-14,,
102,BEM,6082,23826,2020-12-14,,
108,BGRIM,1282,6467,2020-12-14,,
114,BH,37,1283,2020-12-14,,
120,BJC,1074,3083,2020-12-14,,
126,BLA,211,1300,2020-12-14,,
132,BLAND,17552,241092,2020-12-14,,
138,BPP,221,2997,2020-12-14,,
144,BTS,3108,59614,2020-12-14,,
150,CBG,4332,18601,2020-12-14,,
156,CENTEL,1617,1960,2020-12-14,,
162,CHG,1085,16680,2020-12-14,,
168,CK,1817,5298,2020-12-14,,
174,CKP,793,7787,2020-12-14,,
180,COM7,200,7619,2020-12-14,,
186,CPALL,10141,11845,2020-12-14,,
192,CPF,2786,43090,2020-12-14,,
198,CPN,288,1622,2020-12-14,,
204,DELTA,394,1200,2020-12-14,,
210,DTAC,1376,3303,2020-12-14,,
216,EA,2036,8224,2020-12-14,,
222,EASTW,500,4200,2020-12-14,,
228,EGCO,482,2602,2020-12-14,,
234,EPG,0,3125,2020-12-14,,
240,ERW,1093,4494,2020-12-14,,
246,ESSO,1520,11999,2020-12-14,,
252,GFPT,4,4554,2020-12-14,,
258,GLOBAL,924,8122,2020-12-14,,
264,GPSC,749,6386,2020-12-14,,
270,GULF,421,27670,2020-12-14,,
276,GUNKUL,1588,41975,2020-12-14,,
282,HANA,406,633,2020-12-14,,
288,HMPRO,814,3174,2020-12-14,,
294,ICHI,15067,14725,2020-12-14,,
300,INTUCH,1069,2337,2020-12-14,,
306,IRPC,38372,43731,2020-12-14,,
312,ITD,75,9309,2020-12-14,,
318,IVL,2981,12543,2020-12-14,,
324,JAS,6108,32649,2020-12-14,,
330,JMT,202,4108,2020-12-14,,
336,KBANK,4111,8561,2020-12-14,,
342,KCE,760,4121,2020-12-14,,
348,KKP,510,4698,2020-12-14,,
354,KTB,2509,17101,2020-12-14,,
360,KTC,465,46402,2020-12-14,,
366,LH,2060,6961,2020-12-14,,
372,LPN,502,16764,2020-12-14,,
378,M,11,175,2020-12-14,,
384,MAJOR,206,1430,2020-12-14,,
390,MBK,1402,7384,2020-12-14,,
396,MEGA,0,418,2020-12-14,,
402,MINT,6261,30702,2020-12-14,,
408,MTC,296,2283,2020-12-14,,
414,ORI,509,10362,2020-12-14,,
420,OSP,3622,9065,2020-12-14,,
426,PLANB,1009,7657,2020-12-14,,
432,PRM,11,23750,2020-12-14,,
438,PSH,134,594,2020-12-14,,
444,PSL,3033,15356,2020-12-14,,
450,PTG,306,9094,2020-12-14,,
456,PTT,1118,46912,2020-12-14,,
462,PTTEP,1094,2572,2020-12-14,,
468,PTTGC,1442,3830,2020-12-14,,
474,QH,1834,18005,2020-12-14,,
480,RATCH,45,1545,2020-12-14,,
483,ROBINS,0,145,2020-12-14,,
489,RS,2703,75212,2020-12-14,,
495,S,1510,11003,2020-12-14,,
501,SAMART,21,7805,2020-12-14,,
507,SAWAD,454,5653,2020-12-14,,
513,SCB,456,6885,2020-12-14,,
519,SCC,324,1156,2020-12-14,,
525,SGP,0,2520,2020-12-14,,
531,SIRI,10722,29909,2020-12-14,,
537,SPALI,100,1239,2020-12-14,,
543,SPCG,254,8199,2020-12-14,,
549,SPRC,13,7054,2020-12-14,,
555,STA,255,7492,2020-12-14,,
561,STEC,855,6193,2020-12-14,,
567,STPI,3,7188,2020-12-14,,
573,SUPER,29562,248192,2020-12-14,,
579,TASCO,278,10135,2020-12-14,,
585,TCAP,641,3206,2020-12-14,,
591,THAI,533,200,2020-12-14,,
597,THANI,500,17500,2020-12-14,,
603,THCOM,4977,7265,2020-12-14,,
609,THG,0,0,2020-12-14,,
615,TISCO,140,863,2020-12-14,,
621,TKN,7075,57544,2020-12-14,,
627,TMB,37950,105485,2020-12-14,,
633,TOA,200,3101,2020-12-14,,
639,TOP,206,2004,2020-12-14,,
645,TPIPL,1496,1156,2020-12-14,,
651,TPIPP,1510,11686,2020-12-14,,
657,TQM,0,554,2020-12-14,,
663,TRUE,18684,58898,2020-12-14,,
669,TTA,3144,5211,2020-12-14,,
675,TTCL,500,7261,2020-12-14,,
681,TTW,0,2508,2020-12-14,,
687,TU,1372,8548,2020-12-14,,
693,TVO,0,339,2020-12-14,,
699,UNIQ,4,2235,2020-12-14,,
705,VGI,1052,50123,2020-12-14,,
711,VNG,1,47,2020-12-14,,
717,VNT,305,1574,2020-12-14,,
723,WHA,28718,95794,2020-12-14,,
729,WHAUP,93,5101,2020-12-14,,
730,Single Stock,345452,1998411,2020-12-14,,
6,AAV,103,6650,2020-12-15,,
12,ADVANC,1757,5635,2020-12-15,,
18,AEONTS,25,828,2020-12-15,,
24,AMATA,670,2471,2020-12-15,,
30,AOT,400,5227,2020-12-15,,
36,AP,94,611,2020-12-15,,
42,BA,0,3168,2020-12-15,,
48,BANPU,2793,18524,2020-12-15,,
54,BAY,1,395,2020-12-15,,
60,BBL,472,2283,2020-12-15,,
66,BCH,3854,7045,2020-12-15,,
72,BCP,1140,1977,2020-12-15,,
78,BCPG,2,7063,2020-12-15,,
84,BDMS,822,13964,2020-12-15,,
90,BEAUTY,7432,11236,2020-12-15,,
96,BEC,1214,29612,2020-12-15,,
102,BEM,1070,23862,2020-12-15,,
108,BGRIM,1258,6463,2020-12-15,,
114,BH,123,1373,2020-12-15,,
120,BJC,378,3189,2020-12-15,,
126,BLA,12,1297,2020-12-15,,
132,BLAND,6250,242226,2020-12-15,,
138,BPP,102,2897,2020-12-15,,
144,BTS,1726,58933,2020-12-15,,
150,CBG,2448,18734,2020-12-15,,
156,CENTEL,273,1997,2020-12-15,,
162,CHG,52,16731,2020-12-15,,
168,CK,707,5998,2020-12-15,,
174,CKP,1085,7767,2020-12-15,,
180,COM7,600,8019,2020-12-15,,
186,CPALL,3197,10497,2020-12-15,,
192,CPF,3838,44263,2020-12-15,,
198,CPN,276,1670,2020-12-15,,
204,DELTA,327,1222,2020-12-15,,
210,DTAC,419,3204,2020-12-15,,
216,EA,1449,8520,2020-12-15,,
222,EASTW,0,4200,2020-12-15,,
228,EGCO,289,2762,2020-12-15,,
234,EPG,500,2625,2020-12-15,,
240,ERW,1000,4494,2020-12-15,,
246,ESSO,2856,13242,2020-12-15,,
252,GFPT,100,4654,2020-12-15,,
258,GLOBAL,450,8172,2020-12-15,,
264,GPSC,768,6310,2020-12-15,,
270,GULF,861,28118,2020-12-15,,
276,GUNKUL,11017,38010,2020-12-15,,
282,HANA,12,630,2020-12-15,,
288,HMPRO,728,3490,2020-12-15,,
294,ICHI,10227,14857,2020-12-15,,
300,INTUCH,591,2172,2020-12-15,,
306,IRPC,70573,43477,2020-12-15,,
312,ITD,531,9828,2020-12-15,,
318,IVL,3371,12927,2020-12-15,,
324,JAS,3127,32764,2020-12-15,,
330,JMT,406,3909,2020-12-15,,
336,KBANK,1806,8570,2020-12-15,,
342,KCE,459,4111,2020-12-15,,
348,KKP,743,4796,2020-12-15,,
354,KTB,595,17055,2020-12-15,,
360,KTC,490,46639,2020-12-15,,
366,LH,2168,5500,2020-12-15,,
372,LPN,71,16793,2020-12-15,,
378,M,0,175,2020-12-15,,
384,MAJOR,1401,1431,2020-12-15,,
390,MBK,500,7884,2020-12-15,,
396,MEGA,0,418,2020-12-15,,
402,MINT,1804,29828,2020-12-15,,
408,MTC,364,2508,2020-12-15,,
414,ORI,43,10363,2020-12-15,,
420,OSP,1458,9309,2020-12-15,,
426,PLANB,502,8158,2020-12-15,,
432,PRM,3502,24251,2020-12-15,,
438,PSH,36,620,2020-12-15,,
444,PSL,6098,15341,2020-12-15,,
450,PTG,1577,9383,2020-12-15,,
456,PTT,957,46808,2020-12-15,,
462,PTTEP,276,2614,2020-12-15,,
468,PTTGC,1723,3632,2020-12-15,,
474,QH,4400,19280,2020-12-15,,
480,RATCH,70,1611,2020-12-15,,
483,ROBINS,0,145,2020-12-15,,
489,RS,113,75122,2020-12-15,,
495,S,5001,12002,2020-12-15,,
501,SAMART,2,7804,2020-12-15,,
507,SAWAD,616,5451,2020-12-15,,
513,SCB,5122,6697,2020-12-15,,
519,SCC,328,1105,2020-12-15,,
525,SGP,500,2020,2020-12-15,,
531,SIRI,457,29765,2020-12-15,,
537,SPALI,104,1137,2020-12-15,,
543,SPCG,1250,7749,2020-12-15,,
549,SPRC,1008,6062,2020-12-15,,
555,STA,332,7767,2020-12-15,,
561,STEC,1857,5483,2020-12-15,,
567,STPI,0,7188,2020-12-15,,
573,SUPER,76593,220306,2020-12-15,,
579,TASCO,726,10024,2020-12-15,,
585,TCAP,362,3492,2020-12-15,,
591,THAI,73,249,2020-12-15,,
597,THANI,1000,18500,2020-12-15,,
603,THCOM,2081,7235,2020-12-15,,
609,THG,0,0,2020-12-15,,
615,TISCO,167,949,2020-12-15,,
621,TKN,520,58026,2020-12-15,,
627,TMB,36841,114013,2020-12-15,,
633,TOA,0,3101,2020-12-15,,
639,TOP,485,2126,2020-12-15,,
645,TPIPL,205,1109,2020-12-15,,
651,TPIPP,2004,12683,2020-12-15,,
657,TQM,2,554,2020-12-15,,
663,TRUE,7830,62007,2020-12-15,,
669,TTA,4127,7475,2020-12-15,,
675,TTCL,1506,6755,2020-12-15,,
681,TTW,203,2310,2020-12-15,,
687,TU,626,8560,2020-12-15,,
693,TVO,0,339,2020-12-15,,
699,UNIQ,2,2236,2020-12-15,,
705,VGI,3082,50109,2020-12-15,,
711,VNG,0,47,2020-12-15,,
717,VNT,312,1466,2020-12-15,,
723,WHA,7208,99753,2020-12-15,,
729,WHAUP,530,5591,2020-12-15,,
730,Single Stock,347994,1993782,2020-12-15,,
6,AAV,735,7257,2020-12-16,,
12,ADVANC,722,5691,2020-12-16,,
18,AEONTS,210,910,2020-12-16,,
24,AMATA,403,2673,2020-12-16,,
30,AOT,451,5206,2020-12-16,,
36,AP,33,596,2020-12-16,,
42,BA,1200,3168,2020-12-16,,
48,BANPU,18976,26797,2020-12-16,,
54,BAY,4,395,2020-12-16,,
60,BBL,187,2328,2020-12-16,,
66,BCH,107,7151,2020-12-16,,
72,BCP,345,2316,2020-12-16,,
78,BCPG,1020,7673,2020-12-16,,
84,BDMS,1350,13776,2020-12-16,,
90,BEAUTY,6031,15133,2020-12-16,,
96,BEC,4640,26066,2020-12-16,,
102,BEM,3043,24891,2020-12-16,,
108,BGRIM,1046,6879,2020-12-16,,
114,BH,174,1369,2020-12-16,,
120,BJC,285,3233,2020-12-16,,
126,BLA,9,1305,2020-12-16,,
132,BLAND,6625,244621,2020-12-16,,
138,BPP,110,2797,2020-12-16,,
144,BTS,1637,58255,2020-12-16,,
150,CBG,2204,18767,2020-12-16,,
156,CENTEL,930,1968,2020-12-16,,
162,CHG,0,16731,2020-12-16,,
168,CK,443,6200,2020-12-16,,
174,CKP,586,8266,2020-12-16,,
180,COM7,115,8134,2020-12-16,,
186,CPALL,2407,11610,2020-12-16,,
192,CPF,2116,45502,2020-12-16,,
198,CPN,469,1709,2020-12-16,,
204,DELTA,210,1250,2020-12-16,,
210,DTAC,81,3267,2020-12-16,,
216,EA,313,8629,2020-12-16,,
222,EASTW,100,4100,2020-12-16,,
228,EGCO,340,2935,2020-12-16,,
234,EPG,500,3125,2020-12-16,,
240,ERW,164,4489,2020-12-16,,
246,ESSO,1360,13586,2020-12-16,,
252,GFPT,500,4654,2020-12-16,,
258,GLOBAL,1033,7805,2020-12-16,,
264,GPSC,2417,8479,2020-12-16,,
270,GULF,543,27748,2020-12-16,,
276,GUNKUL,4622,34524,2020-12-16,,
282,HANA,209,825,2020-12-16,,
288,HMPRO,413,3303,2020-12-16,,
294,ICHI,5079,14889,2020-12-16,,
300,INTUCH,873,1497,2020-12-16,,
306,IRPC,30512,44539,2020-12-16,,
312,ITD,2725,9535,2020-12-16,,
318,IVL,3050,14251,2020-12-16,,
324,JAS,6095,35689,2020-12-16,,
330,JMT,100,4009,2020-12-16,,
336,KBANK,1411,8618,2020-12-16,,
342,KCE,1246,3879,2020-12-16,,
348,KKP,831,5138,2020-12-16,,
354,KTB,3269,15458,2020-12-16,,
360,KTC,370,46339,2020-12-16,,
366,LH,2167,5797,2020-12-16,,
372,LPN,1523,17276,2020-12-16,,
378,M,130,305,2020-12-16,,
384,MAJOR,1,1431,2020-12-16,,
390,MBK,1368,8447,2020-12-16,,
396,MEGA,19,399,2020-12-16,,
402,MINT,4452,26768,2020-12-16,,
408,MTC,542,2821,2020-12-16,,
414,ORI,506,9866,2020-12-16,,
420,OSP,1050,9430,2020-12-16,,
426,PLANB,2189,9277,2020-12-16,,
432,PRM,6020,25253,2020-12-16,,
438,PSH,982,1531,2020-12-16,,
444,PSL,4557,12829,2020-12-16,,
450,PTG,3773,9610,2020-12-16,,
456,PTT,1758,46635,2020-12-16,,
462,PTTEP,828,1993,2020-12-16,,
468,PTTGC,713,3934,2020-12-16,,
474,QH,3853,17801,2020-12-16,,
480,RATCH,91,1672,2020-12-16,,
483,ROBINS,0,145,2020-12-16,,
489,RS,1173,75118,2020-12-16,,
495,S,502,11504,2020-12-16,,
501,SAMART,69,7843,2020-12-16,,
507,SAWAD,444,5486,2020-12-16,,
513,SCB,304,6769,2020-12-16,,
519,SCC,278,1110,2020-12-16,,
525,SGP,0,2020,2020-12-16,,
531,SIRI,18099,31122,2020-12-16,,
537,SPALI,107,1038,2020-12-16,,
543,SPCG,101,7648,2020-12-16,,
549,SPRC,1004,5112,2020-12-16,,
555,STA,617,7775,2020-12-16,,
561,STEC,1200,6083,2020-12-16,,
567,STPI,503,7691,2020-12-16,,
573,SUPER,29477,242345,2020-12-16,,
579,TASCO,572,10140,2020-12-16,,
585,TCAP,342,3390,2020-12-16,,
591,THAI,707,901,2020-12-16,,
597,THANI,3300,19800,2020-12-16,,
603,THCOM,3711,7571,2020-12-16,,
609,THG,0,0,2020-12-16,,
615,TISCO,362,1191,2020-12-16,,
621,TKN,0,58026,2020-12-16,,
627,TMB,90233,154528,2020-12-16,,
633,TOA,1105,3506,2020-12-16,,
639,TOP,607,2171,2020-12-16,,
645,TPIPL,141,1054,2020-12-16,,
